id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,project_id,Project_Name,Project_Status
433,433,2025-01-03 09:32:49.136371,2025,1,3,3,Saguling,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
434,434,2025-04-14 12:46:49.136371,2025,4,14,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
435,435,2023-08-10 16:09:49.136371,2023,8,10,23,Sorik Marapi,Jawa Timur,4,Rural Electrification Delta,On Hold
436,436,2023-09-26 17:34:49.136371,2023,9,26,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
437,437,2024-07-17 16:39:49.136371,2024,7,17,12,Suralaya,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
438,438,2024-12-03 18:18:49.136371,2024,12,3,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
439,439,2023-08-23 21:39:49.136371,2023,8,23,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
440,440,2024-06-23 06:00:49.136371,2024,6,23,15,Muara Karang,Sumatera Utara,4,Rural Electrification Delta,On Hold
441,441,2023-10-18 05:42:49.136371,2023,10,18,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
442,442,2024-06-15 08:03:49.136371,2024,6,15,16,Tambak Lorok,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
443,443,2023-09-22 15:57:49.136371,2023,9,22,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
444,444,2025-05-17 17:33:49.136371,2025,5,17,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
445,445,2025-03-28 08:55:49.136371,2025,3,28,8,Lahendong,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
446,446,2024-02-28 08:43:49.136371,2024,2,28,11,Paiton,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
447,447,2025-01-04 15:26:49.136371,2025,1,4,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
448,448,2025-01-19 11:20:49.136371,2025,1,19,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
449,449,2023-12-20 19:36:49.136371,2023,12,20,18,Jeneponto,Banten,3,New Renewable Hub Gamma,In Progress
450,450,2024-11-21 16:08:49.136371,2024,11,21,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
451,451,2024-06-12 17:30:49.136371,2024,6,12,8,Lahendong,DKI Jakarta,4,Rural Electrification Delta,On Hold
452,452,2024-04-22 08:08:49.136371,2024,4,22,5,Darajat,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
453,453,2023-06-18 00:17:49.136371,2023,6,18,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
454,454,2024-12-29 10:05:49.136371,2024,12,29,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
455,455,2024-06-06 19:25:49.136371,2024,6,6,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
456,456,2024-12-11 18:30:49.136371,2024,12,11,22,Dieng,Sumatera Selatan,4,Rural Electrification Delta,On Hold
457,457,2024-04-06 19:18:49.136371,2024,4,6,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
458,458,2025-05-17 09:24:49.136371,2025,5,17,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
459,459,2024-04-08 17:48:49.136371,2024,4,8,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
460,460,2023-08-26 08:02:49.136371,2023,8,26,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
461,461,2025-02-10 15:43:49.136371,2025,2,10,4,Kamojang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
462,462,2024-08-25 21:42:49.136371,2024,8,25,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
463,463,2024-04-23 12:51:49.136371,2024,4,23,4,Kamojang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
464,464,2024-09-17 04:58:49.136371,2024,9,17,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
465,465,2024-01-19 23:38:49.136371,2024,1,19,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
466,466,2023-09-21 17:14:49.136371,2023,9,21,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
467,467,2024-06-05 22:01:49.136371,2024,6,5,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
468,468,2024-05-25 18:57:49.136371,2024,5,25,20,Gunung Salak,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
469,469,2024-10-20 00:44:49.136371,2024,10,20,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
470,470,2024-11-22 11:08:49.136371,2024,11,22,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
471,471,2024-11-10 01:51:49.136371,2024,11,10,8,Lahendong,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
472,472,2024-11-17 07:16:49.136371,2024,11,17,6,Wayang Windu,NTT,1,Grid Modernization Alpha,Planning
473,473,2024-12-21 18:22:49.136371,2024,12,21,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
474,474,2024-03-23 04:50:49.136371,2024,3,23,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
475,475,2025-03-12 16:48:49.136371,2025,3,12,8,Lahendong,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
476,476,2025-03-29 15:48:49.136371,2025,3,29,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
477,477,2024-07-02 06:05:49.136371,2024,7,2,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
478,478,2024-08-12 13:14:49.136371,2024,8,12,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
479,479,2024-03-10 19:12:49.136371,2024,3,10,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
480,480,2024-01-27 06:18:49.136371,2024,1,27,21,Patuha,Lampung,4,Rural Electrification Delta,On Hold
481,481,2023-07-24 01:07:49.136371,2023,7,24,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
482,482,2023-09-28 16:53:49.136371,2023,9,28,1,Karangkates,Jawa Timur,1,Grid Modernization Alpha,Planning
483,483,2023-09-22 23:16:49.136371,2023,9,22,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
484,484,2024-03-07 07:36:49.136371,2024,3,7,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
485,485,2024-01-28 21:33:49.136371,2024,1,28,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
486,486,2024-09-28 15:35:49.136371,2024,9,28,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
487,487,2025-03-30 06:58:49.136371,2025,3,30,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
488,488,2023-09-29 12:35:49.136371,2023,9,29,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
489,489,2024-06-17 19:40:49.136371,2024,6,17,16,Tambak Lorok,Sulawesi Utara,4,Rural Electrification Delta,On Hold
490,490,2024-05-23 05:42:49.136371,2024,5,23,22,Dieng,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
491,491,2024-05-05 09:25:49.136371,2024,5,5,2,Cirata,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
492,492,2024-04-18 20:41:49.136371,2024,4,18,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
493,493,2025-02-13 23:43:49.136371,2025,2,13,16,Tambak Lorok,Sulawesi Utara,1,Grid Modernization Alpha,Planning
494,494,2024-08-15 08:33:49.136371,2024,8,15,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
495,495,2023-10-12 16:51:49.136371,2023,10,12,3,Saguling,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
496,496,2025-04-06 07:41:49.136371,2025,4,6,20,Gunung Salak,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
497,497,2024-03-05 13:09:49.136371,2024,3,5,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
498,498,2025-02-12 23:03:49.136371,2025,2,12,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
499,499,2025-04-08 21:07:49.136371,2025,4,8,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
500,500,2024-11-21 23:03:49.136371,2024,11,21,5,Darajat,Sulawesi Utara,4,Rural Electrification Delta,On Hold
501,501,2024-04-27 11:46:49.136371,2024,4,27,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
502,502,2023-06-26 03:24:49.136371,2023,6,26,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
503,503,2025-04-10 04:40:49.136371,2025,4,10,1,Karangkates,Jawa Timur,4,Rural Electrification Delta,On Hold
504,504,2024-10-26 03:18:49.136371,2024,10,26,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
505,505,2024-12-18 14:57:49.136371,2024,12,18,11,Paiton,Sumatera Selatan,4,Rural Electrification Delta,On Hold
506,506,2025-03-17 01:13:49.136371,2025,3,17,21,Patuha,Lampung,1,Grid Modernization Alpha,Planning
507,507,2023-10-18 16:12:49.136371,2023,10,18,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
508,508,2024-07-18 20:02:49.136371,2024,7,18,22,Dieng,Sumatera Selatan,4,Rural Electrification Delta,On Hold
509,509,2025-04-28 23:45:49.136371,2025,4,28,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
510,510,2023-11-15 12:35:49.136371,2023,11,15,11,Paiton,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
511,511,2024-01-19 20:21:49.136371,2024,1,19,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
512,512,2024-03-02 16:54:49.136371,2024,3,2,4,Kamojang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
513,513,2025-02-10 07:58:49.136371,2025,2,10,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
514,514,2024-01-28 06:59:49.136371,2024,1,28,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
515,515,2023-11-30 13:27:49.136371,2023,11,30,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
516,516,2023-09-17 23:40:49.136371,2023,9,17,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
517,517,2023-08-28 13:05:49.136371,2023,8,28,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
518,518,2024-03-22 14:26:49.136371,2024,3,22,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
519,519,2023-12-03 12:19:49.136371,2023,12,3,9,Ulumbu,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
520,520,2024-08-31 10:18:49.136371,2024,8,31,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
521,521,2025-05-04 14:25:49.136371,2025,5,4,23,Sorik Marapi,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
522,522,2024-11-04 18:53:49.136371,2024,11,4,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
523,523,2024-05-11 07:51:49.136371,2024,5,11,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
524,524,2024-03-17 12:58:49.136371,2024,3,17,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
525,525,2025-01-03 22:37:49.136371,2025,1,3,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
526,526,2024-02-06 21:08:49.136371,2024,2,6,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
527,527,2023-09-03 16:39:49.136371,2023,9,3,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
528,528,2024-01-25 11:20:49.136371,2024,1,25,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
529,529,2025-03-27 11:50:49.136371,2025,3,27,20,Gunung Salak,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
530,530,2023-10-07 18:58:49.136371,2023,10,7,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
531,531,2024-10-24 05:06:49.136371,2024,10,24,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
532,532,2025-05-09 01:50:49.136371,2025,5,9,4,Kamojang,Sumatera Utara,4,Rural Electrification Delta,On Hold
533,533,2023-11-18 09:40:49.136371,2023,11,18,12,Suralaya,Jawa Timur,1,Grid Modernization Alpha,Planning
534,534,2024-05-16 05:41:49.136371,2024,5,16,17,Sidrap,NTT,4,Rural Electrification Delta,On Hold
535,535,2023-12-27 14:27:49.136371,2023,12,27,5,Darajat,Sulawesi Utara,4,Rural Electrification Delta,On Hold
536,536,2024-07-24 13:21:49.136371,2024,7,24,16,Tambak Lorok,Sulawesi Utara,4,Rural Electrification Delta,On Hold
537,537,2023-06-26 14:40:49.136371,2023,6,26,12,Suralaya,Jawa Timur,1,Grid Modernization Alpha,Planning
538,538,2024-07-22 14:49:49.136371,2024,7,22,11,Paiton,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
539,539,2023-06-09 14:00:49.136371,2023,6,9,25,Muara Laboh,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
540,540,2024-12-25 16:10:49.136371,2024,12,25,7,Sibayak,Banten,6,Maintenance Overhaul Zeta,Cancelled
541,541,2023-11-01 02:55:49.136371,2023,11,1,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
542,542,2023-08-24 12:56:49.136371,2023,8,24,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
543,543,2025-05-14 22:09:49.136371,2025,5,14,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
544,544,2024-09-06 04:15:49.136371,2024,9,6,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
545,545,2024-03-05 11:27:49.136371,2024,3,5,22,Dieng,Sumatera Selatan,4,Rural Electrification Delta,On Hold
546,546,2023-06-09 08:17:49.136371,2023,6,9,16,Tambak Lorok,Sulawesi Utara,4,Rural Electrification Delta,On Hold
547,547,2024-07-09 11:29:49.136371,2024,7,9,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
548,548,2024-11-15 17:58:49.136371,2024,11,15,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
549,549,2023-11-26 12:21:49.136371,2023,11,26,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
550,550,2023-12-13 08:48:49.136371,2023,12,13,7,Sibayak,Banten,2,Capacity Expansion Beta,Feasibility Study
551,551,2024-07-29 04:39:49.136371,2024,7,29,11,Paiton,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
552,552,2025-02-03 01:39:49.136371,2025,2,3,15,Muara Karang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
553,553,2024-06-29 01:02:49.136371,2024,6,29,23,Sorik Marapi,Jawa Timur,4,Rural Electrification Delta,On Hold
554,554,2024-12-22 18:45:49.136371,2024,12,22,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
555,555,2024-04-10 22:05:49.136371,2024,4,10,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
556,556,2024-12-29 11:00:49.136371,2024,12,29,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
557,557,2023-07-17 23:30:49.136371,2023,7,17,6,Wayang Windu,NTT,6,Maintenance Overhaul Zeta,Cancelled
558,558,2023-06-08 08:26:49.136371,2023,6,8,25,Muara Laboh,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
559,559,2023-06-12 23:05:49.136371,2023,6,12,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
560,560,2024-11-09 10:35:49.136371,2024,11,9,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
561,561,2023-10-11 10:05:49.136371,2023,10,11,1,Karangkates,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
562,562,2024-04-22 23:26:49.136371,2024,4,22,21,Patuha,Lampung,6,Maintenance Overhaul Zeta,Cancelled
563,563,2023-07-28 08:04:49.136371,2023,7,28,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
564,564,2023-12-01 10:22:49.136371,2023,12,1,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
565,565,2025-03-31 09:38:49.136371,2025,3,31,13,Tanjung Jati B,Jawa Barat,3,New Renewable Hub Gamma,In Progress
566,566,2024-03-04 05:53:49.136371,2024,3,4,1,Karangkates,Jawa Timur,3,New Renewable Hub Gamma,In Progress
567,567,2024-11-11 08:58:49.136371,2024,11,11,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
568,568,2025-01-01 05:39:49.136371,2025,1,1,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
569,569,2024-08-19 03:40:49.136371,2024,8,19,15,Muara Karang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
570,570,2024-05-05 08:59:49.136371,2024,5,5,5,Darajat,Sulawesi Utara,2,Capacity Expansion Beta,Feasibility Study
571,571,2023-11-15 02:27:49.136371,2023,11,15,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
572,572,2024-09-09 03:17:49.136371,2024,9,9,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
573,573,2023-12-16 14:04:49.136371,2023,12,16,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
574,574,2024-06-09 06:35:49.136371,2024,6,9,23,Sorik Marapi,Jawa Timur,4,Rural Electrification Delta,On Hold
575,575,2024-05-27 00:11:49.136371,2024,5,27,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
576,576,2024-10-16 14:52:49.136371,2024,10,16,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
577,577,2024-04-25 06:35:49.136371,2024,4,25,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
578,578,2023-07-01 15:37:49.136371,2023,7,1,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
579,579,2025-01-13 03:26:49.136371,2025,1,13,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
580,580,2023-09-30 03:16:49.136371,2023,9,30,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
581,581,2023-12-11 05:14:49.136371,2023,12,11,10,Mataloko,Lampung,3,New Renewable Hub Gamma,In Progress
582,582,2024-08-31 20:32:49.136371,2024,8,31,21,Patuha,Lampung,2,Capacity Expansion Beta,Feasibility Study
583,583,2025-04-10 05:40:49.136371,2025,4,10,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
584,584,2025-03-03 02:14:49.136371,2025,3,3,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
585,585,2024-02-17 11:18:49.136371,2024,2,17,13,Tanjung Jati B,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
586,586,2024-12-14 16:47:49.136371,2024,12,14,21,Patuha,Lampung,4,Rural Electrification Delta,On Hold
587,587,2025-03-10 15:57:49.136371,2025,3,10,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
588,588,2023-12-25 18:40:49.136371,2023,12,25,21,Patuha,Lampung,4,Rural Electrification Delta,On Hold
589,589,2025-01-31 09:48:49.136371,2025,1,31,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
590,590,2024-07-25 00:36:49.136371,2024,7,25,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
591,591,2025-01-08 08:50:49.136371,2025,1,8,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
592,592,2024-05-01 16:02:49.136371,2024,5,1,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
593,593,2023-12-28 22:59:49.136371,2023,12,28,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
594,594,2023-11-12 05:07:49.136371,2023,11,12,7,Sibayak,Banten,6,Maintenance Overhaul Zeta,Cancelled
595,595,2023-10-02 08:41:49.136371,2023,10,2,23,Sorik Marapi,Jawa Timur,4,Rural Electrification Delta,On Hold
596,596,2024-04-17 13:27:49.136371,2024,4,17,3,Saguling,Jawa Tengah,4,Rural Electrification Delta,On Hold
597,597,2023-12-19 23:59:49.136371,2023,12,19,3,Saguling,Jawa Tengah,4,Rural Electrification Delta,On Hold
598,598,2024-03-25 20:43:49.136371,2024,3,25,8,Lahendong,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
599,599,2024-07-27 20:57:49.136371,2024,7,27,2,Cirata,Jawa Barat,3,New Renewable Hub Gamma,In Progress
600,600,2023-11-10 20:59:49.136371,2023,11,10,15,Muara Karang,Sumatera Utara,4,Rural Electrification Delta,On Hold
601,601,2024-12-29 21:11:49.136371,2024,12,29,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
602,602,2025-01-12 06:20:49.136371,2025,1,12,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
603,603,2024-10-26 08:51:49.136371,2024,10,26,20,Gunung Salak,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
604,604,2024-04-16 03:12:49.136371,2024,4,16,20,Gunung Salak,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
605,605,2024-01-06 16:32:49.136371,2024,1,6,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
606,606,2023-07-02 06:54:49.136371,2023,7,2,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
607,607,2024-04-04 00:55:49.136371,2024,4,4,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
608,608,2023-06-26 17:27:49.136371,2023,6,26,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
609,609,2023-10-07 15:40:49.136371,2023,10,7,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
610,610,2024-06-19 05:27:49.136371,2024,6,19,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
611,611,2025-03-21 17:01:49.136371,2025,3,21,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
612,612,2024-01-30 02:39:49.136371,2024,1,30,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
613,613,2023-06-27 22:28:49.136371,2023,6,27,5,Darajat,Sulawesi Utara,1,Grid Modernization Alpha,Planning
614,614,2023-12-28 02:46:49.136371,2023,12,28,21,Patuha,Lampung,2,Capacity Expansion Beta,Feasibility Study
615,615,2025-01-22 21:37:49.136371,2025,1,22,15,Muara Karang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
616,616,2024-03-04 19:06:49.136371,2024,3,4,14,Grati,Jawa Tengah,4,Rural Electrification Delta,On Hold
617,617,2025-03-31 14:33:49.136371,2025,3,31,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
618,618,2025-05-10 23:23:49.136371,2025,5,10,1,Karangkates,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
619,619,2024-06-22 09:03:49.136371,2024,6,22,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
620,620,2023-10-11 11:54:49.136371,2023,10,11,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
621,621,2024-02-04 08:47:49.136371,2024,2,4,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
622,622,2023-09-13 01:52:49.136371,2023,9,13,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
623,623,2024-06-10 17:17:49.136371,2024,6,10,16,Tambak Lorok,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
624,624,2024-02-10 00:49:49.136371,2024,2,10,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
625,625,2024-08-01 00:37:49.136371,2024,8,1,21,Patuha,Lampung,6,Maintenance Overhaul Zeta,Cancelled
626,626,2024-01-02 03:01:49.136371,2024,1,2,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
627,627,2024-03-05 14:18:49.136371,2024,3,5,11,Paiton,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
628,628,2023-07-12 20:00:49.136371,2023,7,12,8,Lahendong,DKI Jakarta,4,Rural Electrification Delta,On Hold
629,629,2023-08-07 22:50:49.136371,2023,8,7,11,Paiton,Sumatera Selatan,1,Grid Modernization Alpha,Planning
630,630,2024-08-21 10:35:49.136371,2024,8,21,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
631,631,2024-01-09 17:02:49.136371,2024,1,9,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
632,632,2025-04-18 07:21:49.136371,2025,4,18,1,Karangkates,Jawa Timur,3,New Renewable Hub Gamma,In Progress
633,633,2023-10-12 22:11:49.136371,2023,10,12,5,Darajat,Sulawesi Utara,4,Rural Electrification Delta,On Hold
634,634,2024-09-07 15:02:49.136371,2024,9,7,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
635,635,2023-12-21 13:38:49.136371,2023,12,21,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
636,636,2024-03-23 17:59:49.136371,2024,3,23,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
637,637,2023-11-24 19:42:49.136371,2023,11,24,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
638,638,2025-04-06 01:17:49.136371,2025,4,6,6,Wayang Windu,NTT,1,Grid Modernization Alpha,Planning
639,639,2023-11-30 22:02:49.136371,2023,11,30,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
640,640,2024-09-20 10:45:49.136371,2024,9,20,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
641,641,2023-08-17 23:00:49.136371,2023,8,17,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
642,642,2024-07-28 08:35:49.136371,2024,7,28,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
643,643,2023-11-21 13:12:49.136371,2023,11,21,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
644,644,2024-09-26 19:49:49.136371,2024,9,26,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
645,645,2025-01-31 17:39:49.136371,2025,1,31,18,Jeneponto,Banten,5,Efficiency Upgrade Epsilon,Completed
646,646,2025-04-17 10:12:49.136371,2025,4,17,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
647,647,2025-01-24 19:23:49.136371,2025,1,24,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
648,648,2023-07-21 17:27:49.136371,2023,7,21,21,Patuha,Lampung,6,Maintenance Overhaul Zeta,Cancelled
649,649,2024-07-02 09:37:49.136371,2024,7,2,11,Paiton,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
