id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,customer_segment_id,Customer_Segment_Name,Customer_Type
498,498,2024-12-08 00:06:15.892032,2024,12,8,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
499,499,2024-06-01 01:03:15.892032,2024,6,1,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
500,500,2025-01-15 11:39:15.892032,2025,1,15,21,Patuha,Lampung,3,Industrial,Prepaid
501,501,2024-10-16 00:07:15.892032,2024,10,16,14,Grati,Jawa Tengah,2,Commercial,Prepaid
502,502,2024-11-08 10:31:15.892032,2024,11,8,13,Tanjung Jati B,Jawa Barat,2,Commercial,Prepaid
503,503,2024-06-23 05:58:15.892032,2024,6,23,15,Muara Karang,Sumatera Utara,1,Residential,Postpaid
504,504,2025-01-11 12:49:15.892032,2025,1,11,21,Patuha,Lampung,1,Residential,Postpaid
505,505,2025-01-27 11:15:15.892032,2025,1,27,7,Sibayak,Banten,1,Residential,Postpaid
506,506,2024-08-05 00:02:15.892032,2024,8,5,18,Jeneponto,Banten,4,Government,Postpaid
507,507,2024-06-12 13:11:15.892032,2024,6,12,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
508,508,2024-09-18 03:59:15.892032,2024,9,18,7,Sibayak,Banten,1,Residential,Prepaid
509,509,2024-10-04 07:19:15.892032,2024,10,4,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
510,510,2024-12-11 06:47:15.892032,2024,12,11,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
511,511,2025-05-20 14:19:15.892032,2025,5,20,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
512,512,2024-10-24 09:30:15.892032,2024,10,24,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
513,513,2024-06-22 04:05:15.892032,2024,6,22,4,Kamojang,Sumatera Utara,4,Government,Postpaid
514,514,2025-01-30 23:57:15.892032,2025,1,30,23,Sorik Marapi,Jawa Timur,2,Commercial,Postpaid
515,515,2024-06-29 18:50:15.892032,2024,6,29,20,Gunung Salak,Sulawesi Selatan,2,Commercial,Postpaid
516,516,2024-09-29 22:40:15.892032,2024,9,29,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
517,517,2024-06-28 23:36:15.892032,2024,6,28,12,Suralaya,Jawa Timur,1,Residential,Postpaid
518,518,2025-04-15 15:52:15.892032,2025,4,15,21,Patuha,Lampung,2,Commercial,Postpaid
519,519,2024-12-04 11:58:15.892032,2024,12,4,14,Grati,Jawa Tengah,2,Commercial,Prepaid
520,520,2024-11-12 01:40:15.892032,2024,11,12,11,Paiton,Sumatera Selatan,2,Commercial,Postpaid
521,521,2025-01-30 17:50:15.892032,2025,1,30,21,Patuha,Lampung,4,Government,Postpaid
522,522,2024-12-09 03:09:15.892032,2024,12,9,18,Jeneponto,Banten,4,Government,Postpaid
523,523,2025-01-27 12:22:15.892032,2025,1,27,23,Sorik Marapi,Jawa Timur,2,Commercial,Postpaid
524,524,2024-08-09 10:15:15.892032,2024,8,9,8,Lahendong,DKI Jakarta,4,Government,Prepaid
525,525,2024-11-22 20:19:15.892032,2024,11,22,17,Sidrap,NTT,2,Commercial,Postpaid
526,526,2025-01-25 04:38:15.892032,2025,1,25,23,Sorik Marapi,Jawa Timur,1,Residential,Prepaid
527,527,2025-02-11 06:42:15.892032,2025,2,11,13,Tanjung Jati B,Jawa Barat,4,Government,Postpaid
528,528,2025-02-13 13:47:15.892032,2025,2,13,7,Sibayak,Banten,3,Industrial,Postpaid
529,529,2024-08-20 23:26:15.892032,2024,8,20,10,Mataloko,Lampung,2,Commercial,Prepaid
530,530,2024-09-06 09:14:15.892032,2024,9,6,25,Muara Laboh,Jawa Tengah,3,Industrial,Postpaid
531,531,2025-01-10 00:29:15.892032,2025,1,10,9,Ulumbu,Sulawesi Selatan,2,Commercial,Postpaid
532,532,2024-12-29 21:30:15.892032,2024,12,29,18,Jeneponto,Banten,4,Government,Postpaid
533,533,2025-02-05 18:53:15.892032,2025,2,5,19,Likupang,DKI Jakarta,1,Residential,Prepaid
534,534,2025-05-05 11:08:15.892032,2025,5,5,13,Tanjung Jati B,Jawa Barat,1,Residential,Prepaid
535,535,2024-09-03 06:26:15.892032,2024,9,3,10,Mataloko,Lampung,1,Residential,Postpaid
536,536,2024-07-09 16:21:15.892032,2024,7,9,6,Wayang Windu,NTT,3,Industrial,Postpaid
537,537,2024-07-12 08:39:15.892032,2024,7,12,3,Saguling,Jawa Tengah,3,Industrial,Prepaid
538,538,2024-10-12 17:17:15.892032,2024,10,12,25,Muara Laboh,Jawa Tengah,4,Government,Prepaid
539,539,2024-11-20 17:39:15.892032,2024,11,20,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
540,540,2025-05-17 06:54:15.892032,2025,5,17,10,Mataloko,Lampung,4,Government,Postpaid
541,541,2024-06-05 04:38:15.892032,2024,6,5,12,Suralaya,Jawa Timur,2,Commercial,Prepaid
542,542,2025-03-16 04:38:15.892032,2025,3,16,24,Rantau Dedap,Jawa Barat,1,Residential,Postpaid
543,543,2024-06-23 12:44:15.892032,2024,6,23,13,Tanjung Jati B,Jawa Barat,3,Industrial,Postpaid
544,544,2025-01-01 13:03:15.892032,2025,1,1,22,Dieng,Sumatera Selatan,3,Industrial,Prepaid
545,545,2024-12-04 17:00:15.892032,2024,12,4,5,Darajat,Sulawesi Utara,1,Residential,Prepaid
546,546,2025-01-25 12:00:15.892032,2025,1,25,12,Suralaya,Jawa Timur,3,Industrial,Postpaid
547,547,2024-12-30 23:16:15.892032,2024,12,30,25,Muara Laboh,Jawa Tengah,2,Commercial,Postpaid
548,548,2025-04-29 02:53:15.892032,2025,4,29,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
549,549,2025-04-14 10:22:15.892032,2025,4,14,18,Jeneponto,Banten,2,Commercial,Postpaid
550,550,2024-07-01 12:31:15.892032,2024,7,1,21,Patuha,Lampung,3,Industrial,Postpaid
551,551,2025-03-17 00:56:15.892032,2025,3,17,6,Wayang Windu,NTT,4,Government,Postpaid
552,552,2024-10-23 03:44:15.892032,2024,10,23,11,Paiton,Sumatera Selatan,2,Commercial,Postpaid
553,553,2024-12-21 14:04:15.892032,2024,12,21,1,Karangkates,Jawa Timur,4,Government,Postpaid
554,554,2025-04-14 23:07:15.892032,2025,4,14,22,Dieng,Sumatera Selatan,3,Industrial,Prepaid
555,555,2024-07-05 14:27:15.892032,2024,7,5,24,Rantau Dedap,Jawa Barat,1,Residential,Postpaid
556,556,2024-12-09 15:56:15.892032,2024,12,9,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
557,557,2024-10-14 08:59:15.892032,2024,10,14,22,Dieng,Sumatera Selatan,4,Government,Prepaid
558,558,2025-01-30 04:51:15.892032,2025,1,30,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
559,559,2024-09-13 12:31:15.892032,2024,9,13,3,Saguling,Jawa Tengah,3,Industrial,Prepaid
560,560,2024-09-18 04:13:15.892032,2024,9,18,18,Jeneponto,Banten,1,Residential,Postpaid
561,561,2025-02-04 13:27:15.892032,2025,2,4,17,Sidrap,NTT,1,Residential,Postpaid
562,562,2024-10-26 17:41:15.892032,2024,10,26,4,Kamojang,Sumatera Utara,4,Government,Prepaid
563,563,2024-08-09 18:49:15.892032,2024,8,9,1,Karangkates,Jawa Timur,4,Government,Postpaid
564,564,2024-09-29 21:27:15.892032,2024,9,29,5,Darajat,Sulawesi Utara,4,Government,Postpaid
565,565,2025-01-07 22:13:15.892032,2025,1,7,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
566,566,2024-08-21 08:01:15.892032,2024,8,21,2,Cirata,Jawa Barat,3,Industrial,Prepaid
567,567,2025-03-16 10:50:15.892032,2025,3,16,9,Ulumbu,Sulawesi Selatan,4,Government,Postpaid
568,568,2024-08-01 10:41:15.892032,2024,8,1,17,Sidrap,NTT,4,Government,Prepaid
569,569,2025-05-02 09:06:15.892032,2025,5,2,24,Rantau Dedap,Jawa Barat,2,Commercial,Prepaid
570,570,2024-08-26 21:40:15.892032,2024,8,26,21,Patuha,Lampung,2,Commercial,Postpaid
571,571,2025-02-11 04:11:15.892032,2025,2,11,23,Sorik Marapi,Jawa Timur,1,Residential,Prepaid
572,572,2024-11-25 03:10:15.892032,2024,11,25,17,Sidrap,NTT,2,Commercial,Postpaid
573,573,2025-04-13 15:51:15.892032,2025,4,13,13,Tanjung Jati B,Jawa Barat,3,Industrial,Postpaid
574,574,2024-07-18 20:18:15.892032,2024,7,18,10,Mataloko,Lampung,2,Commercial,Postpaid
575,575,2024-11-07 12:56:15.892032,2024,11,7,2,Cirata,Jawa Barat,3,Industrial,Prepaid
576,576,2025-03-22 00:31:15.892032,2025,3,22,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
577,577,2024-09-13 15:51:15.892032,2024,9,13,24,Rantau Dedap,Jawa Barat,3,Industrial,Prepaid
578,578,2025-05-23 07:13:15.892032,2025,5,23,7,Sibayak,Banten,2,Commercial,Prepaid
579,579,2024-08-05 21:26:15.892032,2024,8,5,5,Darajat,Sulawesi Utara,1,Residential,Prepaid
580,580,2024-11-06 19:58:15.892032,2024,11,6,9,Ulumbu,Sulawesi Selatan,4,Government,Prepaid
581,581,2024-10-29 18:44:15.892032,2024,10,29,11,Paiton,Sumatera Selatan,2,Commercial,Prepaid
582,582,2024-07-30 04:44:15.892032,2024,7,30,6,Wayang Windu,NTT,1,Residential,Prepaid
583,583,2024-07-19 12:46:15.892032,2024,7,19,9,Ulumbu,Sulawesi Selatan,3,Industrial,Prepaid
584,584,2025-04-10 23:44:15.892032,2025,4,10,18,Jeneponto,Banten,1,Residential,Postpaid
585,585,2024-10-26 20:20:15.892032,2024,10,26,9,Ulumbu,Sulawesi Selatan,3,Industrial,Postpaid
586,586,2025-01-29 05:22:15.892032,2025,1,29,12,Suralaya,Jawa Timur,4,Government,Prepaid
587,587,2024-06-02 05:23:15.892032,2024,6,2,21,Patuha,Lampung,4,Government,Prepaid
588,588,2024-11-22 01:12:15.892032,2024,11,22,4,Kamojang,Sumatera Utara,3,Industrial,Postpaid
589,589,2025-03-30 04:13:15.892032,2025,3,30,19,Likupang,DKI Jakarta,1,Residential,Prepaid
590,590,2025-04-10 14:07:15.892032,2025,4,10,15,Muara Karang,Sumatera Utara,2,Commercial,Postpaid
591,591,2025-05-17 14:31:15.892032,2025,5,17,13,Tanjung Jati B,Jawa Barat,1,Residential,Postpaid
592,592,2025-02-07 01:54:15.892032,2025,2,7,21,Patuha,Lampung,3,Industrial,Postpaid
593,593,2025-04-24 07:15:15.892032,2025,4,24,12,Suralaya,Jawa Timur,3,Industrial,Postpaid
594,594,2024-12-08 04:55:15.892032,2024,12,8,7,Sibayak,Banten,4,Government,Postpaid
595,595,2024-12-18 21:22:15.892032,2024,12,18,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
596,596,2024-10-29 11:42:15.892032,2024,10,29,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
597,597,2024-09-10 10:16:15.892032,2024,9,10,22,Dieng,Sumatera Selatan,3,Industrial,Postpaid
598,598,2024-10-18 00:50:15.892032,2024,10,18,6,Wayang Windu,NTT,3,Industrial,Prepaid
599,599,2024-10-16 09:12:15.892032,2024,10,16,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
600,600,2024-06-15 04:17:15.892032,2024,6,15,15,Muara Karang,Sumatera Utara,1,Residential,Postpaid
601,601,2024-08-13 06:29:15.892032,2024,8,13,10,Mataloko,Lampung,3,Industrial,Prepaid
602,602,2025-05-25 06:14:15.892032,2025,5,25,18,Jeneponto,Banten,4,Government,Postpaid
603,603,2024-06-14 11:42:15.892032,2024,6,14,7,Sibayak,Banten,1,Residential,Prepaid
604,604,2024-09-20 16:26:15.892032,2024,9,20,21,Patuha,Lampung,4,Government,Postpaid
605,605,2025-02-18 05:07:15.892032,2025,2,18,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
606,606,2025-02-18 08:24:15.892032,2025,2,18,23,Sorik Marapi,Jawa Timur,4,Government,Postpaid
607,607,2025-04-10 21:43:15.892032,2025,4,10,12,Suralaya,Jawa Timur,3,Industrial,Prepaid
608,608,2025-01-18 06:14:15.892032,2025,1,18,24,Rantau Dedap,Jawa Barat,2,Commercial,Prepaid
609,609,2025-01-18 20:25:15.892032,2025,1,18,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
610,610,2024-12-24 14:25:15.892032,2024,12,24,17,Sidrap,NTT,1,Residential,Prepaid
611,611,2024-09-01 07:19:15.892032,2024,9,1,2,Cirata,Jawa Barat,3,Industrial,Postpaid
612,612,2024-08-20 20:41:15.892032,2024,8,20,2,Cirata,Jawa Barat,3,Industrial,Prepaid
613,613,2024-06-02 11:42:15.892032,2024,6,2,2,Cirata,Jawa Barat,2,Commercial,Prepaid
614,614,2024-07-02 04:05:15.892032,2024,7,2,2,Cirata,Jawa Barat,4,Government,Prepaid
615,615,2024-06-14 01:39:15.892032,2024,6,14,6,Wayang Windu,NTT,1,Residential,Postpaid
616,616,2024-07-06 11:03:15.892032,2024,7,6,23,Sorik Marapi,Jawa Timur,2,Commercial,Postpaid
617,617,2025-05-06 12:15:15.892032,2025,5,6,17,Sidrap,NTT,3,Industrial,Prepaid
618,618,2025-04-27 19:34:15.892032,2025,4,27,19,Likupang,DKI Jakarta,1,Residential,Prepaid
619,619,2025-04-03 09:43:15.892032,2025,4,3,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Prepaid
620,620,2024-12-16 15:26:15.892032,2024,12,16,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
621,621,2024-05-31 02:39:15.892032,2024,5,31,13,Tanjung Jati B,Jawa Barat,3,Industrial,Postpaid
622,622,2025-05-02 05:07:15.892032,2025,5,2,18,Jeneponto,Banten,1,Residential,Prepaid
623,623,2025-05-19 22:53:15.892032,2025,5,19,13,Tanjung Jati B,Jawa Barat,2,Commercial,Prepaid
624,624,2024-08-03 08:14:15.892032,2024,8,3,24,Rantau Dedap,Jawa Barat,4,Government,Postpaid
625,625,2025-02-27 16:14:15.892032,2025,2,27,12,Suralaya,Jawa Timur,1,Residential,Postpaid
626,626,2025-01-11 21:31:15.892032,2025,1,11,2,Cirata,Jawa Barat,4,Government,Postpaid
627,627,2025-02-08 15:12:15.892032,2025,2,8,19,Likupang,DKI Jakarta,3,Industrial,Prepaid
628,628,2024-06-30 12:32:15.892032,2024,6,30,14,Grati,Jawa Tengah,3,Industrial,Postpaid
629,629,2024-11-18 08:10:15.892032,2024,11,18,5,Darajat,Sulawesi Utara,3,Industrial,Prepaid
630,630,2024-11-13 15:02:15.892032,2024,11,13,5,Darajat,Sulawesi Utara,1,Residential,Prepaid
631,631,2025-04-14 15:23:15.892032,2025,4,14,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
632,632,2025-04-03 01:35:15.892032,2025,4,3,8,Lahendong,DKI Jakarta,4,Government,Postpaid
633,633,2024-08-22 14:14:15.892032,2024,8,22,8,Lahendong,DKI Jakarta,4,Government,Prepaid
634,634,2024-10-12 19:59:15.892032,2024,10,12,12,Suralaya,Jawa Timur,4,Government,Prepaid
635,635,2024-11-01 00:49:15.892032,2024,11,1,25,Muara Laboh,Jawa Tengah,2,Commercial,Postpaid
636,636,2024-05-29 21:38:15.892032,2024,5,29,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
637,637,2025-03-12 22:46:15.892032,2025,3,12,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
638,638,2025-01-03 05:06:15.892032,2025,1,3,6,Wayang Windu,NTT,4,Government,Prepaid
639,639,2024-07-15 23:07:15.892032,2024,7,15,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
640,640,2024-12-02 21:07:15.892032,2024,12,2,10,Mataloko,Lampung,3,Industrial,Prepaid
641,641,2024-08-31 09:01:15.892032,2024,8,31,5,Darajat,Sulawesi Utara,2,Commercial,Postpaid
642,642,2025-01-05 18:12:15.892032,2025,1,5,10,Mataloko,Lampung,1,Residential,Postpaid
643,643,2025-04-19 23:50:15.892032,2025,4,19,19,Likupang,DKI Jakarta,4,Government,Prepaid
644,644,2024-06-26 13:08:15.892032,2024,6,26,19,Likupang,DKI Jakarta,3,Industrial,Prepaid
645,645,2025-05-07 09:55:15.892032,2025,5,7,12,Suralaya,Jawa Timur,1,Residential,Prepaid
646,646,2024-07-26 15:40:15.892032,2024,7,26,8,Lahendong,DKI Jakarta,1,Residential,Prepaid
647,647,2025-02-20 23:44:15.892032,2025,2,20,2,Cirata,Jawa Barat,3,Industrial,Prepaid
648,648,2024-11-15 02:30:15.892032,2024,11,15,3,Saguling,Jawa Tengah,4,Government,Postpaid
649,649,2024-09-23 18:14:15.892032,2024,9,23,2,Cirata,Jawa Barat,1,Residential,Prepaid
650,650,2024-07-31 11:06:15.892032,2024,7,31,5,Darajat,Sulawesi Utara,3,Industrial,Postpaid
651,651,2024-08-22 06:48:15.892032,2024,8,22,10,Mataloko,Lampung,2,Commercial,Prepaid
652,652,2024-08-25 14:31:15.892032,2024,8,25,5,Darajat,Sulawesi Utara,2,Commercial,Prepaid
653,653,2024-12-20 03:45:15.892032,2024,12,20,21,Patuha,Lampung,4,Government,Postpaid
654,654,2025-01-09 20:13:15.892032,2025,1,9,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
655,655,2025-01-03 12:13:15.892032,2025,1,3,1,Karangkates,Jawa Timur,4,Government,Prepaid
656,656,2024-08-26 16:29:15.892032,2024,8,26,2,Cirata,Jawa Barat,1,Residential,Postpaid
657,657,2025-01-26 00:03:15.892032,2025,1,26,13,Tanjung Jati B,Jawa Barat,1,Residential,Prepaid
658,658,2024-08-17 13:13:15.892032,2024,8,17,7,Sibayak,Banten,2,Commercial,Prepaid
659,659,2024-07-16 02:03:15.892032,2024,7,16,15,Muara Karang,Sumatera Utara,2,Commercial,Prepaid
660,660,2024-10-15 08:38:15.892032,2024,10,15,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
661,661,2025-03-25 18:40:15.892032,2025,3,25,23,Sorik Marapi,Jawa Timur,4,Government,Prepaid
662,662,2024-10-30 13:40:15.892032,2024,10,30,6,Wayang Windu,NTT,4,Government,Prepaid
663,663,2024-11-23 02:11:15.892032,2024,11,23,6,Wayang Windu,NTT,2,Commercial,Postpaid
664,664,2025-01-12 12:58:15.892032,2025,1,12,19,Likupang,DKI Jakarta,4,Government,Postpaid
665,665,2025-01-07 21:59:15.892032,2025,1,7,8,Lahendong,DKI Jakarta,2,Commercial,Postpaid
666,666,2025-02-20 06:01:15.892032,2025,2,20,14,Grati,Jawa Tengah,1,Residential,Postpaid
667,667,2025-01-04 11:42:15.892032,2025,1,4,13,Tanjung Jati B,Jawa Barat,3,Industrial,Postpaid
668,668,2025-05-16 17:40:15.892032,2025,5,16,21,Patuha,Lampung,1,Residential,Prepaid
669,669,2024-10-20 13:43:15.892032,2024,10,20,2,Cirata,Jawa Barat,4,Government,Prepaid
670,670,2024-06-25 16:43:15.892032,2024,6,25,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Prepaid
671,671,2024-09-26 20:59:15.892032,2024,9,26,4,Kamojang,Sumatera Utara,1,Residential,Postpaid
672,672,2024-08-30 03:00:15.892032,2024,8,30,4,Kamojang,Sumatera Utara,1,Residential,Postpaid
673,673,2024-10-23 23:53:15.892032,2024,10,23,14,Grati,Jawa Tengah,3,Industrial,Prepaid
674,674,2025-01-11 07:33:15.892032,2025,1,11,10,Mataloko,Lampung,4,Government,Prepaid
675,675,2025-05-15 13:48:15.892032,2025,5,15,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
676,676,2024-09-03 07:33:15.892032,2024,9,3,20,Gunung Salak,Sulawesi Selatan,2,Commercial,Postpaid
677,677,2025-04-27 11:59:15.892032,2025,4,27,7,Sibayak,Banten,2,Commercial,Postpaid
678,678,2025-04-18 20:13:15.892032,2025,4,18,13,Tanjung Jati B,Jawa Barat,4,Government,Postpaid
679,679,2024-12-27 06:46:15.892032,2024,12,27,25,Muara Laboh,Jawa Tengah,4,Government,Prepaid
680,680,2025-01-14 11:06:15.892032,2025,1,14,20,Gunung Salak,Sulawesi Selatan,1,Residential,Prepaid
681,681,2024-12-15 14:17:15.892032,2024,12,15,5,Darajat,Sulawesi Utara,2,Commercial,Prepaid
682,682,2024-10-10 09:27:15.892032,2024,10,10,7,Sibayak,Banten,1,Residential,Postpaid
683,683,2024-09-22 23:40:15.892032,2024,9,22,21,Patuha,Lampung,4,Government,Postpaid
684,684,2024-10-27 19:07:15.892032,2024,10,27,2,Cirata,Jawa Barat,4,Government,Postpaid
685,685,2025-03-12 03:57:15.892032,2025,3,12,6,Wayang Windu,NTT,3,Industrial,Prepaid
686,686,2024-08-22 17:13:15.892032,2024,8,22,8,Lahendong,DKI Jakarta,2,Commercial,Postpaid
687,687,2024-11-23 02:48:15.892032,2024,11,23,3,Saguling,Jawa Tengah,1,Residential,Prepaid
688,688,2024-06-10 20:00:15.892032,2024,6,10,24,Rantau Dedap,Jawa Barat,4,Government,Postpaid
689,689,2024-06-30 03:22:15.892032,2024,6,30,4,Kamojang,Sumatera Utara,3,Industrial,Prepaid
690,690,2025-03-15 19:42:15.892032,2025,3,15,17,Sidrap,NTT,2,Commercial,Prepaid
691,691,2024-08-27 04:40:15.892032,2024,8,27,2,Cirata,Jawa Barat,2,Commercial,Prepaid
692,692,2024-11-17 15:33:15.892032,2024,11,17,11,Paiton,Sumatera Selatan,1,Residential,Postpaid
693,693,2025-01-15 19:22:15.892032,2025,1,15,11,Paiton,Sumatera Selatan,4,Government,Prepaid
694,694,2024-07-31 17:22:15.892032,2024,7,31,14,Grati,Jawa Tengah,1,Residential,Postpaid
695,695,2024-12-24 13:00:15.892032,2024,12,24,7,Sibayak,Banten,3,Industrial,Prepaid
696,696,2024-11-02 12:57:15.892032,2024,11,2,16,Tambak Lorok,Sulawesi Utara,4,Government,Postpaid
697,697,2024-07-02 09:23:15.892032,2024,7,2,6,Wayang Windu,NTT,3,Industrial,Prepaid
698,698,2024-05-31 16:58:15.892032,2024,5,31,25,Muara Laboh,Jawa Tengah,4,Government,Postpaid
699,699,2024-12-21 00:15:15.892032,2024,12,21,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
700,700,2025-02-20 07:55:15.892032,2025,2,20,8,Lahendong,DKI Jakarta,1,Residential,Prepaid
701,701,2025-05-09 03:33:15.892032,2025,5,9,8,Lahendong,DKI Jakarta,3,Industrial,Prepaid
702,702,2024-07-28 15:13:15.892032,2024,7,28,19,Likupang,DKI Jakarta,2,Commercial,Postpaid
703,703,2025-03-21 02:02:15.892032,2025,3,21,17,Sidrap,NTT,4,Government,Postpaid
704,704,2025-04-19 21:27:15.892032,2025,4,19,7,Sibayak,Banten,2,Commercial,Prepaid
705,705,2025-03-20 04:06:15.892032,2025,3,20,25,Muara Laboh,Jawa Tengah,3,Industrial,Prepaid
706,706,2024-12-08 21:43:15.892032,2024,12,8,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
707,707,2025-01-08 11:56:15.892032,2025,1,8,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
708,708,2025-02-18 19:42:15.892032,2025,2,18,14,Grati,Jawa Tengah,2,Commercial,Prepaid
709,709,2024-11-07 19:20:15.892032,2024,11,7,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
710,710,2024-12-25 04:22:15.892032,2024,12,25,2,Cirata,Jawa Barat,4,Government,Prepaid
711,711,2024-06-09 04:40:15.892032,2024,6,9,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
712,712,2025-03-14 07:46:15.892032,2025,3,14,11,Paiton,Sumatera Selatan,3,Industrial,Prepaid
713,713,2024-06-27 22:32:15.892032,2024,6,27,18,Jeneponto,Banten,4,Government,Prepaid
714,714,2025-05-24 14:10:15.892032,2025,5,24,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
715,715,2024-10-06 19:07:15.892032,2024,10,6,25,Muara Laboh,Jawa Tengah,2,Commercial,Prepaid
716,716,2024-09-20 23:01:15.892032,2024,9,20,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
717,717,2025-03-23 02:46:15.892032,2025,3,23,16,Tambak Lorok,Sulawesi Utara,3,Industrial,Prepaid
718,718,2024-07-20 14:06:15.892032,2024,7,20,11,Paiton,Sumatera Selatan,4,Government,Postpaid
719,719,2024-06-30 20:04:15.892032,2024,6,30,22,Dieng,Sumatera Selatan,2,Commercial,Postpaid
720,720,2024-12-31 04:30:15.892032,2024,12,31,17,Sidrap,NTT,1,Residential,Postpaid
721,721,2025-01-27 10:42:15.892032,2025,1,27,4,Kamojang,Sumatera Utara,3,Industrial,Prepaid
722,722,2025-02-16 15:53:15.892032,2025,2,16,14,Grati,Jawa Tengah,3,Industrial,Prepaid
723,723,2025-02-12 15:10:15.892032,2025,2,12,5,Darajat,Sulawesi Utara,2,Commercial,Postpaid
724,724,2024-07-06 00:41:15.892032,2024,7,6,2,Cirata,Jawa Barat,3,Industrial,Postpaid
725,725,2024-09-02 13:59:15.892032,2024,9,2,4,Kamojang,Sumatera Utara,3,Industrial,Postpaid
726,726,2025-02-18 05:16:15.892032,2025,2,18,15,Muara Karang,Sumatera Utara,1,Residential,Prepaid
727,727,2024-10-04 12:45:15.892032,2024,10,4,18,Jeneponto,Banten,1,Residential,Postpaid
728,728,2024-06-28 07:03:15.892032,2024,6,28,1,Karangkates,Jawa Timur,4,Government,Prepaid
729,729,2024-06-28 13:38:15.892032,2024,6,28,25,Muara Laboh,Jawa Tengah,2,Commercial,Postpaid
730,730,2024-07-25 15:35:15.892032,2024,7,25,11,Paiton,Sumatera Selatan,1,Residential,Postpaid
731,731,2024-06-18 02:31:15.892032,2024,6,18,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
732,732,2024-07-28 23:55:15.892032,2024,7,28,6,Wayang Windu,NTT,1,Residential,Prepaid
733,733,2025-02-26 21:55:15.892032,2025,2,26,15,Muara Karang,Sumatera Utara,2,Commercial,Postpaid
734,734,2024-06-10 16:30:15.892032,2024,6,10,7,Sibayak,Banten,4,Government,Postpaid
735,735,2025-04-06 01:38:15.892032,2025,4,6,18,Jeneponto,Banten,3,Industrial,Prepaid
736,736,2024-09-07 07:28:15.892032,2024,9,7,14,Grati,Jawa Tengah,1,Residential,Postpaid
737,737,2024-06-18 01:59:15.892032,2024,6,18,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
738,738,2025-03-19 03:47:15.892032,2025,3,19,17,Sidrap,NTT,4,Government,Prepaid
739,739,2024-10-06 08:21:15.892032,2024,10,6,23,Sorik Marapi,Jawa Timur,4,Government,Prepaid
740,740,2025-01-31 22:04:15.892032,2025,1,31,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
741,741,2024-10-22 15:26:15.892032,2024,10,22,11,Paiton,Sumatera Selatan,4,Government,Prepaid
742,742,2025-02-18 05:12:15.892032,2025,2,18,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Prepaid
743,743,2024-09-30 17:18:15.892032,2024,9,30,11,Paiton,Sumatera Selatan,3,Industrial,Prepaid
744,744,2024-10-07 19:31:15.892032,2024,10,7,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
745,745,2024-10-21 10:54:15.892032,2024,10,21,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
746,746,2024-09-20 08:42:15.892032,2024,9,20,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Postpaid
747,747,2024-09-08 18:24:15.892032,2024,9,8,21,Patuha,Lampung,1,Residential,Postpaid
748,748,2024-11-18 03:12:15.892032,2024,11,18,15,Muara Karang,Sumatera Utara,1,Residential,Postpaid
