id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,regulation_id,Regulation_Name,Regulation_Authority
382,382,2022-07-16 05:48:05.504745,2022,7,16,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
383,383,2023-04-21 11:40:05.504745,2023,4,21,17,Sidrap,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
384,384,2024-05-09 20:34:05.504745,2024,5,9,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
385,385,2025-03-25 13:59:05.504745,2025,3,25,9,Ulumbu,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
386,386,2022-09-22 13:19:05.504745,2022,9,22,1,Karangkates,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
387,387,2025-03-13 01:21:05.504745,2025,3,13,10,Mataloko,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
388,388,2024-01-14 19:41:05.504745,2024,1,14,10,Mataloko,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
389,389,2024-10-11 02:17:05.504745,2024,10,11,24,Rantau Dedap,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
390,390,2024-03-11 00:32:05.504745,2024,3,11,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
391,391,2022-09-12 23:48:05.504745,2022,9,12,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
392,392,2023-03-05 06:46:05.504745,2023,3,5,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
393,393,2024-05-21 18:16:05.504745,2024,5,21,23,Sorik Marapi,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
394,394,2023-06-06 08:46:05.504745,2023,6,6,10,Mataloko,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
395,395,2022-11-10 02:09:05.504745,2022,11,10,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
396,396,2024-05-17 18:26:05.504745,2024,5,17,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
397,397,2024-08-02 19:21:05.504745,2024,8,2,9,Ulumbu,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
398,398,2022-12-14 10:29:05.504745,2022,12,14,3,Saguling,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
399,399,2024-08-05 05:48:05.504745,2024,8,5,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
400,400,2024-01-16 18:11:05.504745,2024,1,16,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
401,401,2024-03-11 01:50:05.504745,2024,3,11,17,Sidrap,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
402,402,2023-10-13 22:39:05.504745,2023,10,13,19,Likupang,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
403,403,2023-01-01 04:37:05.504745,2023,1,1,15,Muara Karang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
404,404,2024-06-26 07:40:05.504745,2024,6,26,25,Muara Laboh,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
405,405,2022-09-02 22:09:05.504745,2022,9,2,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
406,406,2023-09-26 00:33:05.504745,2023,9,26,22,Dieng,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
407,407,2024-09-11 23:52:05.504745,2024,9,11,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
408,408,2022-07-23 04:35:05.504745,2022,7,23,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
409,409,2025-05-11 18:30:05.504745,2025,5,11,15,Muara Karang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
410,410,2024-07-16 22:51:05.504745,2024,7,16,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
411,411,2023-08-12 23:40:05.504745,2023,8,12,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
412,412,2023-02-10 09:09:05.504745,2023,2,10,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
413,413,2024-11-03 00:29:05.504745,2024,11,3,21,Patuha,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
414,414,2023-04-01 04:17:05.504745,2023,4,1,1,Karangkates,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
415,415,2022-07-02 09:13:05.504745,2022,7,2,16,Tambak Lorok,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
416,416,2023-04-17 04:06:05.504745,2023,4,17,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
417,417,2023-10-27 18:12:05.504745,2023,10,27,24,Rantau Dedap,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
418,418,2022-09-27 02:49:05.504745,2022,9,27,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
419,419,2023-12-08 00:27:05.504745,2023,12,8,10,Mataloko,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
420,420,2023-04-18 08:31:05.504745,2023,4,18,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
421,421,2024-11-24 16:06:05.504745,2024,11,24,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
422,422,2025-04-15 00:15:05.504745,2025,4,15,6,Wayang Windu,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
423,423,2023-09-25 12:46:05.504745,2023,9,25,18,Jeneponto,Banten,3,Safety Standard ISO 45001,National Standardization Agency
424,424,2023-02-09 10:33:05.504745,2023,2,9,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
425,425,2023-06-02 21:22:05.504745,2023,6,2,19,Likupang,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
426,426,2023-12-14 19:00:05.504745,2023,12,14,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
427,427,2025-05-22 08:04:05.504745,2025,5,22,2,Cirata,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
428,428,2023-12-04 04:39:05.504745,2023,12,4,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
429,429,2022-06-30 18:51:05.504745,2022,6,30,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
430,430,2024-07-12 15:20:05.504745,2024,7,12,12,Suralaya,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
431,431,2022-07-28 04:47:05.504745,2022,7,28,5,Darajat,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
432,432,2023-10-27 13:45:05.504745,2023,10,27,19,Likupang,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
433,433,2025-02-11 19:13:05.504745,2025,2,11,14,Grati,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
434,434,2022-10-13 22:04:05.504745,2022,10,13,20,Gunung Salak,Sulawesi Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
435,435,2023-06-07 15:25:05.504745,2023,6,7,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
436,436,2023-09-09 07:45:05.504745,2023,9,9,15,Muara Karang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
437,437,2022-10-15 15:41:05.504745,2022,10,15,25,Muara Laboh,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
438,438,2022-08-05 22:05:05.504745,2022,8,5,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
439,439,2024-04-22 10:38:05.504745,2024,4,22,8,Lahendong,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
440,440,2025-03-14 04:51:05.504745,2025,3,14,2,Cirata,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
441,441,2023-12-08 20:36:05.504745,2023,12,8,15,Muara Karang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
442,442,2022-08-13 16:53:05.504745,2022,8,13,17,Sidrap,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
443,443,2024-10-30 02:18:05.504745,2024,10,30,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
444,444,2024-12-26 20:26:05.504745,2024,12,26,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
445,445,2022-09-12 03:36:05.504745,2022,9,12,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
446,446,2024-02-09 09:49:05.504745,2024,2,9,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
447,447,2025-01-11 17:58:05.504745,2025,1,11,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
448,448,2023-05-04 01:17:05.504745,2023,5,4,14,Grati,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
449,449,2022-06-26 23:39:05.504745,2022,6,26,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
450,450,2022-07-22 12:13:05.504745,2022,7,22,2,Cirata,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
451,451,2024-11-08 05:02:05.504745,2024,11,8,9,Ulumbu,Sulawesi Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
452,452,2022-08-06 08:41:05.504745,2022,8,6,5,Darajat,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
453,453,2023-03-11 13:08:05.504745,2023,3,11,24,Rantau Dedap,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
454,454,2023-02-16 14:32:05.504745,2023,2,16,13,Tanjung Jati B,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
455,455,2023-08-14 10:22:05.504745,2023,8,14,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
456,456,2024-08-19 23:23:05.504745,2024,8,19,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
457,457,2023-07-10 14:02:05.504745,2023,7,10,14,Grati,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
458,458,2022-08-23 14:08:05.504745,2022,8,23,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
459,459,2023-06-28 14:41:05.504745,2023,6,28,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
460,460,2024-05-05 08:13:05.504745,2024,5,5,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
461,461,2023-11-15 07:15:05.504745,2023,11,15,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
462,462,2023-08-01 21:23:05.504745,2023,8,1,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
463,463,2023-10-19 22:35:05.504745,2023,10,19,22,Dieng,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
464,464,2025-01-08 14:02:05.504745,2025,1,8,24,Rantau Dedap,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
465,465,2023-10-12 07:53:05.504745,2023,10,12,18,Jeneponto,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
466,466,2024-03-04 07:37:05.504745,2024,3,4,5,Darajat,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
467,467,2022-12-01 03:42:05.504745,2022,12,1,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
468,468,2024-12-12 17:11:05.504745,2024,12,12,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
469,469,2024-06-22 20:19:05.504745,2024,6,22,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
470,470,2023-07-29 07:46:05.504745,2023,7,29,1,Karangkates,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
471,471,2024-07-07 21:54:05.504745,2024,7,7,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
472,472,2024-06-01 17:31:05.504745,2024,6,1,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
473,473,2024-02-17 09:05:05.504745,2024,2,17,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
474,474,2023-01-11 22:09:05.504745,2023,1,11,2,Cirata,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
475,475,2022-06-29 21:05:05.504745,2022,6,29,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
476,476,2025-01-02 10:34:05.504745,2025,1,2,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
477,477,2024-08-02 11:29:05.504745,2024,8,2,1,Karangkates,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
478,478,2023-12-11 02:07:05.504745,2023,12,11,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
479,479,2023-06-27 03:16:05.504745,2023,6,27,17,Sidrap,NTT,6,Water Quality Standard 2023,Ministry of Environment and Forestry
480,480,2022-08-30 18:32:05.504745,2022,8,30,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
481,481,2025-02-01 07:39:05.504745,2025,2,1,16,Tambak Lorok,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
482,482,2024-04-22 20:30:05.504745,2024,4,22,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
483,483,2024-06-15 16:17:05.504745,2024,6,15,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
484,484,2023-02-07 07:29:05.504745,2023,2,7,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
485,485,2023-03-02 11:37:05.504745,2023,3,2,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
486,486,2024-09-05 12:15:05.504745,2024,9,5,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
487,487,2024-06-08 02:11:05.504745,2024,6,8,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
488,488,2024-01-04 02:09:05.504745,2024,1,4,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
489,489,2023-01-05 11:33:05.504745,2023,1,5,6,Wayang Windu,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
490,490,2025-02-22 03:17:05.504745,2025,2,22,23,Sorik Marapi,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
491,491,2023-12-31 06:14:05.504745,2023,12,31,17,Sidrap,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
492,492,2022-06-26 20:47:05.504745,2022,6,26,22,Dieng,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
493,493,2024-06-23 19:33:05.504745,2024,6,23,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
494,494,2024-09-28 02:20:05.504745,2024,9,28,25,Muara Laboh,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
495,495,2025-02-14 16:06:05.504745,2025,2,14,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
496,496,2023-02-01 12:12:05.504745,2023,2,1,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
497,497,2024-07-01 23:11:05.504745,2024,7,1,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
498,498,2022-12-31 12:08:05.504745,2022,12,31,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
499,499,2022-06-02 22:13:05.504745,2022,6,2,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
500,500,2023-12-10 04:35:05.504745,2023,12,10,16,Tambak Lorok,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
501,501,2025-01-05 05:05:05.504745,2025,1,5,10,Mataloko,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
502,502,2022-10-21 03:58:05.504745,2022,10,21,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
503,503,2024-12-05 11:27:05.504745,2024,12,5,5,Darajat,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
504,504,2025-01-09 11:39:05.504745,2025,1,9,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
505,505,2023-04-19 16:04:05.504745,2023,4,19,16,Tambak Lorok,Sulawesi Utara,3,Safety Standard ISO 45001,National Standardization Agency
506,506,2023-02-10 20:09:05.504745,2023,2,10,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
507,507,2024-01-22 14:12:05.504745,2024,1,22,13,Tanjung Jati B,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
508,508,2024-02-16 11:24:05.504745,2024,2,16,20,Gunung Salak,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
509,509,2024-01-31 04:57:05.504745,2024,1,31,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
510,510,2024-10-05 23:12:05.504745,2024,10,5,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
511,511,2023-07-09 19:07:05.504745,2023,7,9,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
512,512,2023-03-03 18:45:05.504745,2023,3,3,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
513,513,2023-03-15 10:41:05.504745,2023,3,15,8,Lahendong,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
514,514,2024-12-21 02:46:05.504745,2024,12,21,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
515,515,2025-03-07 07:27:05.504745,2025,3,7,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
516,516,2024-11-17 20:51:05.504745,2024,11,17,1,Karangkates,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
517,517,2022-12-18 18:36:05.504745,2022,12,18,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
518,518,2023-12-15 14:49:05.504745,2023,12,15,16,Tambak Lorok,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
519,519,2023-04-21 22:28:05.504745,2023,4,21,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
520,520,2023-12-17 23:37:05.504745,2023,12,17,12,Suralaya,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
521,521,2025-01-19 22:02:05.504745,2025,1,19,14,Grati,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
522,522,2022-07-12 17:38:05.504745,2022,7,12,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
523,523,2024-09-12 19:20:05.504745,2024,9,12,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
524,524,2022-08-16 19:46:05.504745,2022,8,16,19,Likupang,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
525,525,2024-09-19 20:47:05.504745,2024,9,19,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
526,526,2024-10-21 09:09:05.504745,2024,10,21,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
527,527,2024-03-12 01:07:05.504745,2024,3,12,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
528,528,2024-10-17 21:56:05.504745,2024,10,17,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
529,529,2023-01-21 05:15:05.504745,2023,1,21,8,Lahendong,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
530,530,2023-08-30 15:37:05.504745,2023,8,30,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
531,531,2024-10-10 06:31:05.504745,2024,10,10,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
532,532,2024-04-21 08:38:05.504745,2024,4,21,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
533,533,2025-05-24 12:01:05.504745,2025,5,24,12,Suralaya,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
534,534,2023-04-20 10:08:05.504745,2023,4,20,21,Patuha,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
535,535,2024-03-31 15:41:05.504745,2024,3,31,17,Sidrap,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
536,536,2024-11-30 05:14:05.504745,2024,11,30,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
537,537,2025-02-14 20:52:05.504745,2025,2,14,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
538,538,2023-06-25 00:33:05.504745,2023,6,25,10,Mataloko,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
539,539,2023-12-23 05:50:05.504745,2023,12,23,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
540,540,2025-01-21 02:31:05.504745,2025,1,21,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
541,541,2024-02-27 17:43:05.504745,2024,2,27,17,Sidrap,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
542,542,2024-04-30 01:54:05.504745,2024,4,30,10,Mataloko,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
543,543,2023-02-01 15:27:05.504745,2023,2,1,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
544,544,2022-09-04 16:00:05.504745,2022,9,4,1,Karangkates,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
545,545,2024-05-02 03:03:05.504745,2024,5,2,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
546,546,2024-03-11 10:40:05.504745,2024,3,11,19,Likupang,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
547,547,2025-04-08 23:20:05.504745,2025,4,8,22,Dieng,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
548,548,2023-06-19 23:44:05.504745,2023,6,19,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
549,549,2023-04-25 11:05:05.504745,2023,4,25,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
550,550,2023-08-02 05:16:05.504745,2023,8,2,24,Rantau Dedap,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
551,551,2022-09-28 07:19:05.504745,2022,9,28,3,Saguling,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
552,552,2023-07-10 06:05:05.504745,2023,7,10,20,Gunung Salak,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
553,553,2023-12-26 21:20:05.504745,2023,12,26,5,Darajat,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
554,554,2024-08-15 16:57:05.504745,2024,8,15,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
555,555,2023-04-23 05:25:05.504745,2023,4,23,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
556,556,2024-10-30 22:16:05.504745,2024,10,30,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
557,557,2025-05-24 04:05:05.504745,2025,5,24,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
558,558,2023-12-07 21:29:05.504745,2023,12,7,4,Kamojang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
559,559,2024-08-05 13:33:05.504745,2024,8,5,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
560,560,2024-03-17 07:37:05.504745,2024,3,17,7,Sibayak,Banten,2,Environmental Permit No. 123/2024,Regional Environmental Agency
561,561,2024-04-15 22:12:05.504745,2024,4,15,5,Darajat,Sulawesi Utara,3,Safety Standard ISO 45001,National Standardization Agency
562,562,2023-04-01 10:28:05.504745,2023,4,1,4,Kamojang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
563,563,2023-11-06 11:31:05.504745,2023,11,6,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
564,564,2024-03-27 19:22:05.504745,2024,3,27,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
565,565,2023-02-07 12:54:05.504745,2023,2,7,2,Cirata,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
566,566,2022-11-26 21:55:05.504745,2022,11,26,19,Likupang,DKI Jakarta,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
567,567,2023-04-30 15:55:05.504745,2023,4,30,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
568,568,2024-03-09 01:12:05.504745,2024,3,9,18,Jeneponto,Banten,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
569,569,2023-12-04 20:15:05.504745,2023,12,4,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
570,570,2025-02-18 14:33:05.504745,2025,2,18,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
571,571,2025-05-12 14:11:05.504745,2025,5,12,10,Mataloko,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
572,572,2023-06-07 20:59:05.504745,2023,6,7,3,Saguling,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
