id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,electricity_Production(kWh)
284,284,2023-12-27 10:20:43.797236,2023,12,27,8,Lahendong,DKI Jakarta,1,PLTS,7,Foggy,30.8,40,PLTS Panel B-Series X,Inverter,837.56,Maintenance,350.94
285,285,2024-10-08 11:12:43.797236,2024,10,8,10,Mataloko,Lampung,2,PLTB,5,Rain Showers,14.0,64,Gearbox PLTBMaster,Turbine,1622.11,Degraded,1430.06
286,286,2023-08-26 14:47:43.797236,2023,8,26,10,Mataloko,Lampung,3,PLTA,4,Overcast,23.4,94,Generator PLTAGenX,Spillway Gate,562.38,Maintenance,1403.0
287,287,2025-01-31 18:38:43.797236,2025,1,31,2,Cirata,Jawa Barat,2,PLTB,4,Overcast,34.3,64,Gearbox PLTBMaster,Turbine,1255.35,Operational,526.78
288,288,2024-02-01 21:37:43.797236,2024,2,1,13,Tanjung Jati B,Jawa Barat,2,PLTB,4,Overcast,11.1,20,PLTB Turbine G100,Nacelle,1045.97,Maintenance,310.48
289,289,2025-02-17 01:57:43.797236,2025,2,17,14,Grati,Jawa Tengah,5,PLTG,3,Cloudy,32.8,90,Steam Turbine BioSteam Z,Gasifier,1020.56,Degraded,1064.72
290,290,2024-03-23 20:40:43.797236,2024,3,23,9,Ulumbu,Sulawesi Selatan,1,PLTS,6,Thunderstorm,21.1,52,PLTS Panel Array Alpha,Tracker,940.73,Standby,1214.38
291,291,2025-04-12 15:38:43.797236,2025,4,12,9,Ulumbu,Sulawesi Selatan,3,PLTA,4,Overcast,12.1,49,Kaplan Turbine FlowMax,Generator,810.89,Degraded,1071.15
292,292,2023-12-03 19:12:43.797236,2023,12,3,5,Darajat,Sulawesi Utara,3,PLTA,1,Clear,12.1,2,Kaplan Turbine FlowMax,Turbine,656.73,Maintenance,121.32
293,293,2023-09-16 06:40:43.797236,2023,9,16,17,Sidrap,NTT,6,PLTG,1,Clear,34.0,54,Engine Cummins KTA50,Generator Set,492.94,Operational,1371.11
294,294,2024-03-19 06:00:43.797236,2024,3,19,21,Patuha,Lampung,4,PLTG,8,Hazy,28.9,15,Wellhead Unit AlphaTherm,Wellhead,936.59,Operational,411.55
295,295,2024-09-08 08:04:43.797236,2024,9,8,16,Tambak Lorok,Sulawesi Utara,2,PLTB,3,Cloudy,25.2,88,Gearbox PLTBMaster,Gearbox,936.06,Maintenance,460.36
296,296,2024-05-20 17:07:43.797236,2024,5,20,4,Kamojang,Sumatera Utara,2,PLTB,5,Rain Showers,24.2,59,Blade Set AeroPro,Turbine,1027.77,Failed,182.65
297,297,2024-11-29 01:58:43.797236,2024,11,29,8,Lahendong,DKI Jakarta,4,PLTG,1,Clear,29.6,5,Binary Cycle Plant GeoFlow,Heat Exchanger,1510.74,Standby,538.95
298,298,2024-10-22 05:44:43.797236,2024,10,22,14,Grati,Jawa Tengah,3,PLTA,4,Overcast,13.2,42,Pelton Wheel AquaForce,Generator,556.92,Failed,410.5
299,299,2024-01-18 20:47:43.797236,2024,1,18,5,Darajat,Sulawesi Utara,6,PLTG,7,Foggy,30.7,54,Engine Cummins KTA50,Generator Set,416.59,Maintenance,978.36
300,300,2024-03-29 07:07:43.797236,2024,3,29,10,Mataloko,Lampung,2,PLTB,3,Cloudy,22.4,76,PLTB Turbine Vestas V120,Nacelle,1409.81,Degraded,33.47
301,301,2023-08-27 00:06:43.797236,2023,8,27,11,Paiton,Sumatera Selatan,4,PLTG,1,Clear,13.6,51,Binary Cycle Plant GeoFlow,Wellhead,698.68,Operational,868.94
302,302,2023-09-15 16:32:43.797236,2023,9,15,21,Patuha,Lampung,4,PLTG,2,Partly Cloudy,24.0,48,Binary Cycle Plant GeoFlow,Condenser,1947.02,Operational,142.55
303,303,2024-10-19 02:24:43.797236,2024,10,19,14,Grati,Jawa Tengah,3,PLTA,4,Overcast,13.2,85,PLTA Turbine T-Francis,Turbine,1646.88,Degraded,297.73
304,304,2023-09-21 16:05:43.797236,2023,9,21,9,Ulumbu,Sulawesi Selatan,4,PLTG,8,Hazy,18.3,11,Steam Turbine GeoPower X1,Steam Turbine,507.01,Standby,1137.24
305,305,2023-06-26 08:50:43.797236,2023,6,26,23,Sorik Marapi,Jawa Timur,3,PLTA,3,Cloudy,28.6,31,Generator PLTAGenX,Penstock,216.07,Degraded,1015.92
306,306,2023-06-10 05:22:43.797236,2023,6,10,18,Jeneponto,Banten,6,PLTG,7,Foggy,20.5,57,PLTG Generator CAT D1000,Generator Set,1796.06,Maintenance,396.12
307,307,2023-07-06 17:20:43.797236,2023,7,6,16,Tambak Lorok,Sulawesi Utara,4,PLTG,6,Thunderstorm,14.7,15,Wellhead Unit AlphaTherm,Wellhead,845.76,Degraded,1302.92
308,308,2024-05-13 10:05:43.797236,2024,5,13,8,Lahendong,DKI Jakarta,5,PLTG,3,Cloudy,15.7,65,Pelletizer BioFuel,Turbine,1144.88,Degraded,630.59
309,309,2024-05-10 15:51:43.797236,2024,5,10,21,Patuha,Lampung,3,PLTA,3,Cloudy,34.2,2,Kaplan Turbine FlowMax,Turbine,1824.3,Operational,1096.36
310,310,2024-11-27 11:13:43.797236,2024,11,27,1,Karangkates,Jawa Timur,2,PLTB,8,Hazy,31.5,12,PLTB Turbine G100,Nacelle,314.2,Maintenance,177.13
311,311,2025-03-17 10:41:43.797236,2025,3,17,14,Grati,Jawa Tengah,1,PLTS,2,Partly Cloudy,32.3,62,PLTS Panel B-Series X,Inverter,672.6,Standby,1022.99
312,312,2024-04-06 19:57:43.797236,2024,4,6,20,Gunung Salak,Sulawesi Selatan,3,PLTA,1,Clear,29.9,60,Pelton Wheel AquaForce,Turbine,319.33,Failed,290.98
313,313,2024-05-15 08:16:43.797236,2024,5,15,25,Muara Laboh,Jawa Tengah,2,PLTB,2,Partly Cloudy,10.5,59,Blade Set AeroPro,Turbine,470.38,Failed,308.58
314,314,2023-07-23 22:45:43.797236,2023,7,23,22,Dieng,Sumatera Selatan,4,PLTG,7,Foggy,15.9,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1962.16,Degraded,428.74
315,315,2024-10-27 09:25:43.797236,2024,10,27,11,Paiton,Sumatera Selatan,2,PLTB,4,Overcast,26.4,12,PLTB Turbine G100,Nacelle,1583.2,Maintenance,41.43
316,316,2023-07-25 23:53:43.797236,2023,7,25,25,Muara Laboh,Jawa Tengah,2,PLTB,7,Foggy,39.9,59,Blade Set AeroPro,Turbine,1483.71,Maintenance,724.38
317,317,2024-05-22 16:57:43.797236,2024,5,22,12,Suralaya,Jawa Timur,6,PLTG,1,Clear,13.9,71,Fuel Tank PetroStore 50KL,Engine,1910.21,Degraded,916.07
318,318,2025-04-19 00:36:43.797236,2025,4,19,9,Ulumbu,Sulawesi Selatan,1,PLTS,5,Rain Showers,27.9,23,Central Inverter SunGrow,Tracker,1117.98,Standby,1487.16
319,319,2024-04-24 14:02:43.797236,2024,4,24,24,Rantau Dedap,Jawa Barat,6,PLTG,3,Cloudy,16.5,58,Engine Cummins KTA50,Fuel System,1559.17,Degraded,1068.61
320,320,2023-10-08 13:48:43.797236,2023,10,8,6,Wayang PLTBu,NTT,6,PLTG,1,Clear,24.4,80,Alternator PLTGGen Pro,Engine,1789.06,Maintenance,90.42
321,321,2023-12-01 01:03:43.797236,2023,12,1,17,Sidrap,NTT,6,PLTG,1,Clear,17.8,35,PLTG Generator CAT D1000,Generator Set,1991.42,Maintenance,168.05
322,322,2024-05-09 02:36:43.797236,2024,5,9,5,Darajat,Sulawesi Utara,2,PLTB,1,Clear,17.4,76,PLTB Turbine Vestas V120,Nacelle,877.11,Operational,192.32
323,323,2024-02-23 10:55:43.797236,2024,2,23,6,Wayang PLTBu,NTT,2,PLTB,3,Cloudy,39.1,20,PLTB Turbine G100,Nacelle,976.26,Failed,1181.93
324,324,2023-10-26 02:25:43.797236,2023,10,26,1,Karangkates,Jawa Timur,4,PLTG,6,Thunderstorm,17.7,68,Cooling Tower GeoCool,Wellhead,1295.02,Failed,55.24
325,325,2023-07-19 15:55:43.797236,2023,7,19,25,Muara Laboh,Jawa Tengah,6,PLTG,7,Foggy,19.6,55,Engine Cummins KTA50,Generator Set,999.18,Degraded,1456.24
326,326,2023-08-29 08:35:43.797236,2023,8,29,15,Muara Karang,Sumatera Utara,6,PLTG,5,Rain Showers,18.3,14,Fuel Tank PetroStore 50KL,Engine,1459.02,Standby,481.28
327,327,2025-04-25 18:12:43.797236,2025,4,25,4,Kamojang,Sumatera Utara,1,PLTS,7,Foggy,36.5,61,PLTS Panel B-Series X,Mounting System,1201.82,Operational,11.64
328,328,2024-01-31 21:25:43.797236,2024,1,31,8,Lahendong,DKI Jakarta,1,PLTS,7,Foggy,37.3,62,PLTS Panel B-Series X,Inverter,925.44,Maintenance,1293.79
329,329,2024-08-03 05:25:43.797236,2024,8,3,11,Paiton,Sumatera Selatan,5,PLTG,6,Thunderstorm,26.9,18,Pelletizer BioFuel,Feeder System,949.54,Maintenance,844.71
330,330,2025-05-14 18:44:43.797236,2025,5,14,1,Karangkates,Jawa Timur,4,PLTG,1,Clear,32.2,51,Binary Cycle Plant GeoFlow,Wellhead,1907.71,Standby,537.85
331,331,2024-12-06 17:43:43.797236,2024,12,6,10,Mataloko,Lampung,6,PLTG,8,Hazy,11.9,80,Alternator PLTGGen Pro,Engine,1693.47,Failed,1447.9
332,332,2023-08-22 09:29:43.797236,2023,8,22,8,Lahendong,DKI Jakarta,1,PLTS,2,Partly Cloudy,23.1,81,PLTS Panel Array Alpha,Inverter,1136.39,Failed,1380.18
333,333,2024-10-24 03:24:43.797236,2024,10,24,20,Gunung Salak,Sulawesi Selatan,3,PLTA,6,Thunderstorm,22.1,77,Kaplan Turbine FlowMax,Generator,802.92,Maintenance,290.17
334,334,2024-05-31 03:45:43.797236,2024,5,31,23,Sorik Marapi,Jawa Timur,6,PLTG,8,Hazy,32.9,80,Alternator PLTGGen Pro,Engine,1046.37,Standby,1162.03
335,335,2025-04-15 06:39:43.797236,2025,4,15,20,Gunung Salak,Sulawesi Selatan,4,PLTG,4,Overcast,33.5,68,Cooling Tower GeoCool,Wellhead,1153.25,Operational,869.12
336,336,2024-07-11 20:41:43.797236,2024,7,11,16,Tambak Lorok,Sulawesi Utara,4,PLTG,7,Foggy,27.5,37,Binary Cycle Plant GeoFlow,Steam Turbine,103.97,Operational,646.35
337,337,2024-07-31 15:12:43.797236,2024,7,31,1,Karangkates,Jawa Timur,6,PLTG,5,Rain Showers,38.7,55,Engine Cummins KTA50,Generator Set,192.81,Failed,737.18
338,338,2025-05-08 15:00:43.797236,2025,5,8,19,Likupang,DKI Jakarta,4,PLTG,6,Thunderstorm,35.0,79,Wellhead Unit AlphaTherm,Steam Turbine,603.55,Maintenance,281.74
339,339,2024-05-18 06:36:43.797236,2024,5,18,9,Ulumbu,Sulawesi Selatan,1,PLTS,8,Hazy,17.1,95,PLTS Panel B-Series X,Tracker,1144.7,Standby,304.09
340,340,2023-05-31 06:01:43.797236,2023,5,31,22,Dieng,Sumatera Selatan,5,PLTG,7,Foggy,39.1,9,Gasifier WoodChip X200,Feeder System,1031.73,Degraded,1313.46
341,341,2024-05-17 02:11:43.797236,2024,5,17,4,Kamojang,Sumatera Utara,3,PLTA,3,Cloudy,21.2,70,Generator PLTAGenX,Generator,1608.92,Failed,775.45
342,342,2023-07-04 12:43:43.797236,2023,7,4,6,Wayang PLTBu,NTT,3,PLTA,1,Clear,11.9,39,PLTA Turbine T-Francis,Turbine,772.84,Failed,1103.16
343,343,2024-04-29 02:52:43.797236,2024,4,29,10,Mataloko,Lampung,1,PLTS,8,Hazy,25.6,83,PLTS Panel Array Alpha,Tracker,1442.04,Maintenance,693.61
344,344,2023-06-01 20:03:43.797236,2023,6,1,8,Lahendong,DKI Jakarta,4,PLTG,4,Overcast,25.2,48,Binary Cycle Plant GeoFlow,Condenser,1331.0,Operational,1468.75
345,345,2024-06-11 19:06:43.797236,2024,6,11,14,Grati,Jawa Tengah,4,PLTG,7,Foggy,14.5,10,Wellhead Unit AlphaTherm,Wellhead,1134.59,Operational,805.12
346,346,2024-11-18 13:12:43.797236,2024,11,18,8,Lahendong,DKI Jakarta,3,PLTA,4,Overcast,10.1,86,Generator PLTAGenX,Generator,165.43,Maintenance,1011.63
347,347,2025-03-12 12:44:43.797236,2025,3,12,8,Lahendong,DKI Jakarta,2,PLTB,2,Partly Cloudy,22.2,12,PLTB Turbine G100,Nacelle,829.63,Failed,1051.26
348,348,2023-07-28 06:36:43.797236,2023,7,28,13,Tanjung Jati B,Jawa Barat,4,PLTG,7,Foggy,33.1,37,Binary Cycle Plant GeoFlow,Steam Turbine,129.35,Operational,320.42
349,349,2025-05-19 03:11:43.797236,2025,5,19,4,Kamojang,Sumatera Utara,6,PLTG,6,Thunderstorm,35.2,93,Fuel Tank PetroStore 50KL,Exhaust System,1893.92,Maintenance,774.06
350,350,2023-12-08 02:58:43.797236,2023,12,8,2,Cirata,Jawa Barat,1,PLTS,7,Foggy,23.6,95,PLTS Panel B-Series X,Tracker,1667.1,Standby,1121.85
351,351,2024-03-10 23:24:43.797236,2024,3,10,22,Dieng,Sumatera Selatan,1,PLTS,1,Clear,31.7,6,PLTS Panel B-Series X,Inverter,1896.4,Degraded,130.42
352,352,2025-04-19 19:35:43.797236,2025,4,19,18,Jeneponto,Banten,1,PLTS,3,Cloudy,14.9,44,PLTS Panel B-Series X,Mounting System,1426.47,Operational,662.94
353,353,2024-11-11 13:24:43.797236,2024,11,11,18,Jeneponto,Banten,2,PLTB,3,Cloudy,21.7,12,PLTB Turbine G100,Nacelle,1341.31,Degraded,1425.56
354,354,2024-10-26 09:39:43.797236,2024,10,26,18,Jeneponto,Banten,4,PLTG,1,Clear,34.0,22,Binary Cycle Plant GeoFlow,Wellhead,1708.79,Standby,151.42
355,355,2024-07-14 15:22:43.797236,2024,7,14,10,Mataloko,Lampung,3,PLTA,4,Overcast,23.1,31,Generator PLTAGenX,Penstock,336.35,Maintenance,1037.59
356,356,2023-08-07 18:49:43.797236,2023,8,7,2,Cirata,Jawa Barat,4,PLTG,5,Rain Showers,22.4,5,Binary Cycle Plant GeoFlow,Heat Exchanger,1522.27,Maintenance,1451.94
357,357,2025-04-26 20:16:43.797236,2025,4,26,17,Sidrap,NTT,1,PLTS,1,Clear,35.0,62,PLTS Panel B-Series X,Inverter,1965.78,Degraded,1000.98
358,358,2025-01-13 08:13:43.797236,2025,1,13,7,Sibayak,Banten,5,PLTG,7,Foggy,16.6,16,Pelletizer BioFuel,Feeder System,115.15,Standby,596.1
359,359,2025-03-14 23:55:43.797236,2025,3,14,12,Suralaya,Jawa Timur,4,PLTG,3,Cloudy,37.4,10,Wellhead Unit AlphaTherm,Wellhead,995.44,Operational,900.64
360,360,2025-03-31 01:51:43.797236,2025,3,31,25,Muara Laboh,Jawa Tengah,4,PLTG,8,Hazy,20.9,96,Binary Cycle Plant GeoFlow,Heat Exchanger,571.25,Failed,86.3
361,361,2023-08-13 06:24:43.797236,2023,8,13,5,Darajat,Sulawesi Utara,5,PLTG,4,Overcast,16.9,47,PLTG Boiler BioBurn R1,Boiler,578.28,Failed,946.03
362,362,2025-01-13 20:06:43.797236,2025,1,13,9,Ulumbu,Sulawesi Selatan,3,PLTA,6,Thunderstorm,31.9,77,Kaplan Turbine FlowMax,Generator,738.3,Failed,1143.32
363,363,2023-06-27 17:37:43.797236,2023,6,27,24,Rantau Dedap,Jawa Barat,6,PLTG,2,Partly Cloudy,35.1,80,Alternator PLTGGen Pro,Engine,1907.48,Failed,422.7
364,364,2025-03-06 03:55:43.797236,2025,3,6,25,Muara Laboh,Jawa Tengah,5,PLTG,2,Partly Cloudy,26.0,43,PLTG Boiler BioBurn R1,Boiler,1205.17,Failed,24.44
365,365,2023-10-24 08:56:43.797236,2023,10,24,23,Sorik Marapi,Jawa Timur,5,PLTG,5,Rain Showers,16.3,72,Steam Turbine BioSteam Z,Turbine,1623.44,Maintenance,602.84
366,366,2024-09-27 14:02:43.797236,2024,9,27,12,Suralaya,Jawa Timur,5,PLTG,5,Rain Showers,19.1,41,Steam Turbine BioSteam Z,Turbine,1472.73,Failed,1013.13
367,367,2025-01-07 16:00:43.797236,2025,1,7,7,Sibayak,Banten,1,PLTS,5,Rain Showers,11.8,92,Central Inverter SunGrow,Inverter,1205.02,Failed,564.77
368,368,2025-05-12 12:52:43.797236,2025,5,12,8,Lahendong,DKI Jakarta,1,PLTS,5,Rain Showers,21.1,40,PLTS Panel B-Series X,Inverter,759.2,Standby,264.69
369,369,2025-04-21 13:54:43.797236,2025,4,21,19,Likupang,DKI Jakarta,6,PLTG,3,Cloudy,14.0,50,Fuel Tank PetroStore 50KL,Generator Set,268.95,Operational,161.11
370,370,2023-09-08 02:08:43.797236,2023,9,8,3,Saguling,Jawa Tengah,2,PLTB,8,Hazy,28.2,12,PLTB Turbine G100,Nacelle,1202.05,Failed,975.46
371,371,2023-09-06 10:37:43.797236,2023,9,6,3,Saguling,Jawa Tengah,6,PLTG,8,Hazy,11.0,58,Engine Cummins KTA50,Fuel System,354.24,Degraded,1349.06
372,372,2023-07-25 18:30:43.797236,2023,7,25,13,Tanjung Jati B,Jawa Barat,6,PLTG,6,Thunderstorm,37.1,66,Alternator PLTGGen Pro,Exhaust System,671.45,Standby,653.14
373,373,2024-05-29 10:32:43.797236,2024,5,29,9,Ulumbu,Sulawesi Selatan,6,PLTG,1,Clear,19.2,71,Fuel Tank PetroStore 50KL,Engine,610.6,Maintenance,572.11
374,374,2024-03-20 06:09:43.797236,2024,3,20,9,Ulumbu,Sulawesi Selatan,1,PLTS,5,Rain Showers,21.2,34,Inverter SolMax 5000,Tracker,603.42,Operational,1381.48
375,375,2024-04-13 09:59:43.797236,2024,4,13,23,Sorik Marapi,Jawa Timur,6,PLTG,7,Foggy,18.2,84,Engine Cummins KTA50,Exhaust System,614.22,Maintenance,1473.99
376,376,2024-09-13 05:32:43.797236,2024,9,13,23,Sorik Marapi,Jawa Timur,6,PLTG,8,Hazy,11.9,69,Engine Cummins KTA50,Engine,1182.05,Degraded,385.26
377,377,2024-12-05 10:00:43.797236,2024,12,5,16,Tambak Lorok,Sulawesi Utara,3,PLTA,4,Overcast,36.1,45,Kaplan Turbine FlowMax,Generator,393.27,Operational,343.46
378,378,2024-03-15 02:21:43.797236,2024,3,15,10,Mataloko,Lampung,6,PLTG,2,Partly Cloudy,21.7,21,PLTG Generator CAT D1000,Fuel System,1119.84,Degraded,1433.93
379,379,2024-04-08 05:41:43.797236,2024,4,8,23,Sorik Marapi,Jawa Timur,5,PLTG,1,Clear,21.8,47,PLTG Boiler BioBurn R1,Boiler,784.9,Standby,0.53
380,380,2024-04-28 21:10:43.797236,2024,4,28,1,Karangkates,Jawa Timur,5,PLTG,8,Hazy,39.4,18,Pelletizer BioFuel,Feeder System,1212.12,Standby,728.22
381,381,2024-09-05 01:22:43.797236,2024,9,5,19,Likupang,DKI Jakarta,6,PLTG,4,Overcast,16.4,69,Engine Cummins KTA50,Engine,1098.04,Operational,1043.34
382,382,2024-01-22 17:18:43.797236,2024,1,22,12,Suralaya,Jawa Timur,5,PLTG,6,Thunderstorm,28.0,72,Steam Turbine BioSteam Z,Turbine,985.27,Operational,381.93
383,383,2024-04-14 09:00:43.797236,2024,4,14,22,Dieng,Sumatera Selatan,6,PLTG,1,Clear,35.1,78,Fuel Tank PetroStore 50KL,Exhaust System,295.77,Degraded,1133.66
384,384,2025-05-27 02:41:43.797236,2025,5,27,3,Saguling,Jawa Tengah,6,PLTG,3,Cloudy,33.9,69,Engine Cummins KTA50,Engine,911.97,Failed,932.4
385,385,2024-12-04 14:13:43.797236,2024,12,4,22,Dieng,Sumatera Selatan,3,PLTA,3,Cloudy,37.1,97,PLTA Turbine T-Francis,Generator,1388.66,Failed,312.72
386,386,2024-10-29 10:01:43.797236,2024,10,29,13,Tanjung Jati B,Jawa Barat,5,PLTG,8,Hazy,23.5,18,Pelletizer BioFuel,Feeder System,317.51,Failed,506.67
387,387,2023-07-23 15:43:43.797236,2023,7,23,7,Sibayak,Banten,5,PLTG,7,Foggy,26.6,47,PLTG Boiler BioBurn R1,Boiler,1439.5,Maintenance,1354.74
388,388,2023-07-23 18:03:43.797236,2023,7,23,23,Sorik Marapi,Jawa Timur,2,PLTB,5,Rain Showers,33.1,1,Gearbox PLTBMaster,Turbine,314.59,Degraded,1334.89
389,389,2023-06-26 03:58:43.797236,2023,6,26,18,Jeneponto,Banten,1,PLTS,6,Thunderstorm,22.1,40,PLTS Panel B-Series X,Inverter,652.27,Maintenance,983.73
390,390,2024-04-04 23:00:43.797236,2024,4,4,8,Lahendong,DKI Jakarta,3,PLTA,6,Thunderstorm,16.0,86,Generator PLTAGenX,Generator,1070.67,Standby,445.82
391,391,2023-07-11 06:32:43.797236,2023,7,11,6,Wayang PLTBu,NTT,3,PLTA,1,Clear,25.2,39,PLTA Turbine T-Francis,Turbine,666.3,Degraded,540.67
392,392,2024-08-08 23:25:43.797236,2024,8,8,25,Muara Laboh,Jawa Tengah,6,PLTG,8,Hazy,14.4,71,Fuel Tank PetroStore 50KL,Engine,1844.6,Standby,1383.67
393,393,2023-10-28 15:18:43.797236,2023,10,28,19,Likupang,DKI Jakarta,3,PLTA,1,Clear,11.8,56,PLTA Turbine T-Francis,Generator,1661.93,Standby,746.5
394,394,2023-09-30 10:56:43.797236,2023,9,30,9,Ulumbu,Sulawesi Selatan,6,PLTG,6,Thunderstorm,25.0,80,Alternator PLTGGen Pro,Engine,1834.2,Failed,258.81
395,395,2023-09-25 17:42:43.797236,2023,9,25,23,Sorik Marapi,Jawa Timur,3,PLTA,3,Cloudy,11.1,42,Pelton Wheel AquaForce,Generator,771.82,Maintenance,99.61
396,396,2024-02-21 07:06:43.797236,2024,2,21,25,Muara Laboh,Jawa Tengah,3,PLTA,4,Overcast,23.9,97,PLTA Turbine T-Francis,Generator,1802.8,Failed,1143.44
397,397,2023-10-22 12:26:43.797236,2023,10,22,8,Lahendong,DKI Jakarta,6,PLTG,8,Hazy,34.4,35,PLTG Generator CAT D1000,Generator Set,579.56,Maintenance,743.64
398,398,2024-10-08 02:45:43.797236,2024,10,8,2,Cirata,Jawa Barat,1,PLTS,5,Rain Showers,23.4,61,PLTS Panel B-Series X,Mounting System,279.79,Degraded,965.2
399,399,2024-09-07 13:21:43.797236,2024,9,7,13,Tanjung Jati B,Jawa Barat,3,PLTA,7,Foggy,27.0,75,Kaplan Turbine FlowMax,Turbine,876.17,Failed,1058.07
400,400,2024-02-12 16:43:43.797236,2024,2,12,23,Sorik Marapi,Jawa Timur,6,PLTG,6,Thunderstorm,37.2,78,Fuel Tank PetroStore 50KL,Exhaust System,1619.36,Standby,343.61
401,401,2023-09-09 01:25:43.797236,2023,9,9,9,Ulumbu,Sulawesi Selatan,3,PLTA,4,Overcast,14.7,7,Generator PLTAGenX,Spillway Gate,1633.32,Operational,1431.17
402,402,2024-04-23 22:11:43.797236,2024,4,23,14,Grati,Jawa Tengah,2,PLTB,3,Cloudy,22.4,64,Gearbox PLTBMaster,Turbine,709.5,Maintenance,190.71
403,403,2025-01-12 08:32:43.797236,2025,1,12,14,Grati,Jawa Tengah,5,PLTG,1,Clear,29.9,16,Pelletizer BioFuel,Feeder System,1334.68,Degraded,1299.14
404,404,2023-07-15 08:06:43.797236,2023,7,15,18,Jeneponto,Banten,5,PLTG,2,Partly Cloudy,17.7,16,Pelletizer BioFuel,Feeder System,1841.73,Standby,411.45
405,405,2024-02-03 11:53:43.797236,2024,2,3,6,Wayang PLTBu,NTT,5,PLTG,5,Rain Showers,15.6,47,PLTG Boiler BioBurn R1,Boiler,560.88,Failed,1060.62
406,406,2023-07-18 19:47:43.797236,2023,7,18,15,Muara Karang,Sumatera Utara,3,PLTA,4,Overcast,19.9,85,PLTA Turbine T-Francis,Turbine,188.73,Operational,255.75
407,407,2023-08-05 17:46:43.797236,2023,8,5,25,Muara Laboh,Jawa Tengah,6,PLTG,5,Rain Showers,36.4,71,Fuel Tank PetroStore 50KL,Engine,240.27,Maintenance,1057.23
408,408,2024-06-25 17:26:43.797236,2024,6,25,20,Gunung Salak,Sulawesi Selatan,5,PLTG,2,Partly Cloudy,38.2,47,PLTG Boiler BioBurn R1,Boiler,139.66,Degraded,485.91
409,409,2023-11-14 03:10:43.797236,2023,11,14,16,Tambak Lorok,Sulawesi Utara,3,PLTA,1,Clear,37.4,77,Kaplan Turbine FlowMax,Generator,719.36,Maintenance,722.16
410,410,2023-11-24 01:13:43.797236,2023,11,24,20,Gunung Salak,Sulawesi Selatan,3,PLTA,1,Clear,32.0,46,Generator PLTAGenX,Turbine,595.76,Standby,1106.56
411,411,2025-03-03 06:18:43.797236,2025,3,3,2,Cirata,Jawa Barat,3,PLTA,4,Overcast,39.3,75,Kaplan Turbine FlowMax,Turbine,111.41,Degraded,441.21
412,412,2023-11-23 05:40:43.797236,2023,11,23,13,Tanjung Jati B,Jawa Barat,6,PLTG,2,Partly Cloudy,31.4,100,PLTG Generator CAT D1000,Fuel System,899.43,Failed,1324.84
413,413,2023-12-23 16:02:43.797236,2023,12,23,20,Gunung Salak,Sulawesi Selatan,3,PLTA,4,Overcast,33.8,56,PLTA Turbine T-Francis,Generator,555.92,Degraded,763.35
414,414,2023-08-29 19:40:43.797236,2023,8,29,1,Karangkates,Jawa Timur,1,PLTS,8,Hazy,24.7,6,PLTS Panel B-Series X,Inverter,1856.02,Maintenance,410.59
415,415,2025-04-25 20:46:43.797236,2025,4,25,13,Tanjung Jati B,Jawa Barat,5,PLTG,7,Foggy,26.9,90,Steam Turbine BioSteam Z,Gasifier,544.28,Degraded,1374.19
416,416,2024-01-21 22:09:43.797236,2024,1,21,19,Likupang,DKI Jakarta,4,PLTG,3,Cloudy,32.5,15,Wellhead Unit AlphaTherm,Wellhead,1722.04,Failed,441.14
417,417,2024-03-25 16:13:43.797236,2024,3,25,20,Gunung Salak,Sulawesi Selatan,6,PLTG,3,Cloudy,28.9,78,Fuel Tank PetroStore 50KL,Exhaust System,1582.66,Operational,458.04
418,418,2024-02-23 03:50:43.797236,2024,2,23,2,Cirata,Jawa Barat,4,PLTG,8,Hazy,21.7,8,Steam Turbine GeoPower X1,Wellhead,1320.47,Failed,412.81
419,419,2025-05-01 17:36:43.797236,2025,5,1,7,Sibayak,Banten,4,PLTG,7,Foggy,20.8,68,Cooling Tower GeoCool,Wellhead,226.09,Degraded,528.66
420,420,2023-08-01 01:43:43.797236,2023,8,1,25,Muara Laboh,Jawa Tengah,3,PLTA,7,Foggy,39.8,97,PLTA Turbine T-Francis,Generator,1019.24,Degraded,1074.69
421,421,2024-09-12 18:17:43.797236,2024,9,12,3,Saguling,Jawa Tengah,3,PLTA,6,Thunderstorm,35.9,63,PLTA Turbine T-Francis,Penstock,927.23,Maintenance,317.63
422,422,2024-12-19 18:33:43.797236,2024,12,19,19,Likupang,DKI Jakarta,5,PLTG,5,Rain Showers,30.5,18,Pelletizer BioFuel,Feeder System,1772.7,Maintenance,222.13
423,423,2023-06-10 10:51:43.797236,2023,6,10,12,Suralaya,Jawa Timur,3,PLTA,1,Clear,39.8,70,Generator PLTAGenX,Generator,1015.76,Standby,1390.42
424,424,2024-11-12 12:40:43.797236,2024,11,12,13,Tanjung Jati B,Jawa Barat,3,PLTA,7,Foggy,33.0,73,PLTA Turbine T-Francis,Turbine,1154.61,Degraded,537.23
