id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature
294,294,2023-10-02 15:49:44.920375,2023,10,2,13,Tanjung Jati B,Jawa Barat,30,PLTG Generator CAT D1000,Generator Set,715.18,Maintenance,6,PLTG,3,Cloudy,34.2
295,295,2024-06-21 04:45:44.920375,2024,6,21,11,Paiton,Sumatera Selatan,32,Pelletizer BioFuel,Turbine,1556.79,Degraded,5,PLTG,2,Partly Cloudy,38.4
296,296,2024-07-20 15:06:44.920375,2024,7,20,21,Patuha,Lampung,67,Steam Turbine GeoPower X1,Wellhead,902.32,Degraded,4,PLTU,1,Clear,18.8
297,297,2025-02-26 01:57:44.920375,2025,2,26,14,Grati,Jawa Tengah,1,Blade Set AeroPro,Nacelle,1109.96,Standby,2,PLTB,2,Partly Cloudy,18.9
298,298,2023-08-08 14:40:44.920375,2023,8,8,3,Saguling,Jawa Tengah,44,PLTG Generator CAT D1000,Exhaust System,470.06,Failed,6,PLTG,6,Thunderstorm,13.0
299,299,2024-10-26 06:28:44.920375,2024,10,26,2,Cirata,Jawa Barat,11,Pelton Wheel AquaForce,Generator,1892.76,Failed,3,PLTA,3,Cloudy,26.3
300,300,2023-09-18 01:21:44.920375,2023,9,18,19,Likupang,DKI Jakarta,12,Steam Turbine BioSteam Z,Boiler,771.45,Degraded,5,PLTG,8,Hazy,21.2
301,301,2023-11-21 08:58:44.920375,2023,11,21,24,Rantau Dedap,Jawa Barat,84,PLTS Panel Array Alpha,Tracker,1853.19,Maintenance,1,PLTS,1,Clear,17.6
302,302,2025-01-16 13:11:44.920375,2025,1,16,3,Saguling,Jawa Tengah,47,Fuel Tank PetroStore 50KL,Generator Set,1953.03,Standby,6,PLTG,6,Thunderstorm,12.2
303,303,2024-04-30 13:43:44.920375,2024,4,30,2,Cirata,Jawa Barat,44,PLTG Generator CAT D1000,Exhaust System,1848.93,Operational,6,PLTG,7,Foggy,19.2
304,304,2025-01-21 10:03:44.920375,2025,1,21,6,Wayang PLTBu,NTT,20,Alternator PLTGGen Pro,Fuel System,1760.99,Standby,6,PLTG,5,Rain Showers,36.3
305,305,2023-10-01 09:11:44.920375,2023,10,1,8,Lahendong,DKI Jakarta,70,Steam Turbine GeoPower X1,Condenser,1700.45,Degraded,4,PLTU,4,Overcast,27.1
306,306,2024-12-06 16:20:44.920375,2024,12,6,3,Saguling,Jawa Tengah,41,Kaplan Turbine FlowMax,Generator,1078.53,Operational,3,PLTA,3,Cloudy,19.7
307,307,2024-11-05 13:24:44.920375,2024,11,5,24,Rantau Dedap,Jawa Barat,26,PLTS Panel B-Series X,Mounting System,1813.2,Operational,1,PLTS,7,Foggy,32.1
308,308,2023-09-21 00:22:44.920375,2023,9,21,3,Saguling,Jawa Tengah,45,PLTG Generator CAT D1000,Fuel System,1338.57,Standby,6,PLTG,7,Foggy,37.3
309,309,2023-07-11 18:21:44.920375,2023,7,11,24,Rantau Dedap,Jawa Barat,66,Wellhead Unit AlphaTherm,Wellhead,575.05,Maintenance,4,PLTU,4,Overcast,33.7
310,310,2023-11-01 06:55:44.920375,2023,11,1,16,Tambak Lorok,Sulawesi Utara,37,PLTB Turbine G100,Turbine,601.21,Maintenance,2,PLTB,6,Thunderstorm,29.8
311,311,2024-11-21 15:48:44.920375,2024,11,21,8,Lahendong,DKI Jakarta,24,PLTA Turbine T-Francis,Spillway Gate,250.77,Standby,3,PLTA,3,Cloudy,37.3
312,312,2025-02-16 13:36:44.920375,2025,2,16,14,Grati,Jawa Tengah,21,PLTS Panel B-Series X,Inverter,1455.42,Standby,1,PLTS,7,Foggy,33.9
313,313,2024-08-21 07:36:44.920375,2024,8,21,3,Saguling,Jawa Tengah,100,Gearbox PLTBMaster,Generator,1700.68,Maintenance,2,PLTB,6,Thunderstorm,26.9
314,314,2025-01-18 23:59:44.920375,2025,1,18,7,Sibayak,Banten,88,Blade Set AeroPro,Turbine,935.07,Standby,2,PLTB,8,Hazy,19.1
315,315,2023-11-14 05:18:44.920375,2023,11,14,20,Gunung Salak,Sulawesi Selatan,31,Wellhead Unit AlphaTherm,Condenser,1988.48,Maintenance,4,PLTU,6,Thunderstorm,34.0
316,316,2025-01-20 18:49:44.920375,2025,1,20,16,Tambak Lorok,Sulawesi Utara,72,Cooling Tower GeoCool,Heat Exchanger,1778.46,Failed,4,PLTU,4,Overcast,14.6
317,317,2025-02-03 12:58:44.920375,2025,2,3,3,Saguling,Jawa Tengah,56,Blade Set AeroPro,Generator,167.83,Operational,2,PLTB,5,Rain Showers,34.6
318,318,2024-04-23 11:35:44.920375,2024,4,23,12,Suralaya,Jawa Timur,84,PLTS Panel Array Alpha,Tracker,559.78,Standby,1,PLTS,7,Foggy,16.3
319,319,2024-10-08 05:37:44.920375,2024,10,8,8,Lahendong,DKI Jakarta,90,Generator PLTAGenX,Turbine,940.7,Maintenance,3,PLTA,3,Cloudy,23.8
320,320,2025-01-22 15:32:44.920375,2025,1,22,11,Paiton,Sumatera Selatan,77,Wellhead Unit AlphaTherm,Steam Turbine,1655.79,Degraded,4,PLTU,7,Foggy,35.1
321,321,2024-12-01 18:39:44.920375,2024,12,1,19,Likupang,DKI Jakarta,1,Blade Set AeroPro,Nacelle,324.92,Standby,2,PLTB,6,Thunderstorm,34.2
322,322,2023-06-17 21:04:44.920375,2023,6,17,16,Tambak Lorok,Sulawesi Utara,82,Wellhead Unit AlphaTherm,Condenser,1420.02,Degraded,4,PLTU,7,Foggy,36.9
323,323,2025-03-07 22:10:44.920375,2025,3,7,24,Rantau Dedap,Jawa Barat,44,PLTG Generator CAT D1000,Exhaust System,1180.89,Maintenance,6,PLTG,6,Thunderstorm,24.1
324,324,2024-01-23 00:15:44.920375,2024,1,23,6,Wayang PLTBu,NTT,40,PLTS Panel Array Alpha,Inverter,857.69,Maintenance,1,PLTS,3,Cloudy,15.4
325,325,2024-11-17 13:30:44.920375,2024,11,17,23,Sorik Marapi,Jawa Timur,3,Pelletizer BioFuel,Turbine,517.16,Operational,5,PLTG,4,Overcast,20.0
326,326,2024-10-25 23:19:44.920375,2024,10,25,15,Muara Karang,Sumatera Utara,78,Gasifier WoodChip X200,Turbine,1053.33,Maintenance,5,PLTG,4,Overcast,34.1
327,327,2025-03-25 10:34:44.920375,2025,3,25,6,Wayang PLTBu,NTT,78,Gasifier WoodChip X200,Turbine,753.37,Maintenance,5,PLTG,4,Overcast,16.8
328,328,2023-11-25 20:33:44.920375,2023,11,25,1,Karangkates,Jawa Timur,62,PLTB Turbine Vestas V120,Gearbox,1338.9,Maintenance,2,PLTB,1,Clear,29.8
329,329,2023-09-01 19:14:44.920375,2023,9,1,5,Darajat,Sulawesi Utara,22,PLTB Turbine Vestas V120,Gearbox,280.22,Degraded,2,PLTB,1,Clear,10.3
330,330,2024-05-03 15:46:44.920375,2024,5,3,22,Dieng,Sumatera Selatan,55,PLTA Turbine T-Francis,Turbine,1929.17,Degraded,3,PLTA,8,Hazy,18.7
331,331,2025-04-06 09:05:44.920375,2025,4,6,7,Sibayak,Banten,100,Gearbox PLTBMaster,Generator,1147.75,Degraded,2,PLTB,6,Thunderstorm,30.1
332,332,2024-04-17 01:41:44.920375,2024,4,17,15,Muara Karang,Sumatera Utara,95,Pelletizer BioFuel,Feeder System,332.96,Maintenance,5,PLTG,5,Rain Showers,38.3
333,333,2023-12-28 16:15:44.920375,2023,12,28,20,Gunung Salak,Sulawesi Selatan,6,PLTS Panel B-Series X,Mounting System,216.76,Degraded,1,PLTS,1,Clear,20.6
334,334,2023-12-10 22:24:44.920375,2023,12,10,15,Muara Karang,Sumatera Utara,29,PLTB Turbine Vestas V120,Nacelle,1672.35,Degraded,2,PLTB,5,Rain Showers,20.5
335,335,2025-02-21 20:34:44.920375,2025,2,21,12,Suralaya,Jawa Timur,72,Cooling Tower GeoCool,Heat Exchanger,1921.3,Operational,4,PLTU,8,Hazy,27.6
336,336,2024-03-08 10:51:44.920375,2024,3,8,8,Lahendong,DKI Jakarta,43,Binary Cycle Plant GeoFlow,Wellhead,927.11,Standby,4,PLTU,2,Partly Cloudy,13.7
337,337,2024-12-07 16:44:44.920375,2024,12,7,3,Saguling,Jawa Tengah,13,PLTS Panel Array Alpha,Photovoltaic Panel,745.11,Degraded,1,PLTS,8,Hazy,30.9
338,338,2024-06-27 05:35:44.920375,2024,6,27,21,Patuha,Lampung,59,Pelton Wheel AquaForce,Turbine,880.98,Failed,3,PLTA,6,Thunderstorm,39.9
339,339,2023-12-31 20:09:44.920375,2023,12,31,11,Paiton,Sumatera Selatan,56,Blade Set AeroPro,Generator,903.25,Standby,2,PLTB,1,Clear,15.8
340,340,2024-04-29 09:43:44.920375,2024,4,29,2,Cirata,Jawa Barat,97,Gearbox PLTBMaster,Gearbox,1429.44,Degraded,2,PLTB,6,Thunderstorm,18.9
341,341,2023-08-01 02:57:44.920375,2023,8,1,18,Jeneponto,Banten,12,Steam Turbine BioSteam Z,Boiler,1436.33,Degraded,5,PLTG,7,Foggy,32.0
342,342,2023-06-20 00:49:44.920375,2023,6,20,24,Rantau Dedap,Jawa Barat,63,Wellhead Unit AlphaTherm,Steam Turbine,1352.52,Operational,4,PLTU,3,Cloudy,16.7
343,343,2023-06-18 05:52:44.920375,2023,6,18,8,Lahendong,DKI Jakarta,25,Kaplan Turbine FlowMax,Penstock,285.02,Degraded,3,PLTA,8,Hazy,18.2
344,344,2024-01-19 20:02:44.920375,2024,1,19,23,Sorik Marapi,Jawa Timur,100,Gearbox PLTBMaster,Generator,841.54,Operational,2,PLTB,1,Clear,33.5
345,345,2023-11-25 07:44:44.920375,2023,11,25,11,Paiton,Sumatera Selatan,99,PLTG Generator CAT D1000,Exhaust System,1261.26,Standby,6,PLTG,1,Clear,27.9
346,346,2023-08-22 00:25:44.920375,2023,8,22,21,Patuha,Lampung,92,PLTG Boiler BioBurn R1,Gasifier,643.73,Maintenance,5,PLTG,2,Partly Cloudy,18.7
347,347,2024-06-28 03:48:44.920375,2024,6,28,5,Darajat,Sulawesi Utara,60,Binary Cycle Plant GeoFlow,Heat Exchanger,1589.56,Operational,4,PLTU,8,Hazy,16.6
348,348,2024-06-15 17:25:44.920375,2024,6,15,6,Wayang PLTBu,NTT,29,PLTB Turbine Vestas V120,Nacelle,618.68,Standby,2,PLTB,7,Foggy,13.9
349,349,2023-07-28 16:12:44.920375,2023,7,28,16,Tambak Lorok,Sulawesi Utara,35,Pelletizer BioFuel,Gasifier,1970.05,Failed,5,PLTG,6,Thunderstorm,31.5
350,350,2024-11-18 23:39:44.920375,2024,11,18,3,Saguling,Jawa Tengah,36,Wellhead Unit AlphaTherm,Wellhead,675.9,Failed,4,PLTU,7,Foggy,38.4
351,351,2025-05-08 10:54:44.920375,2025,5,8,11,Paiton,Sumatera Selatan,68,Gearbox PLTBMaster,Gearbox,1234.0,Degraded,2,PLTB,4,Overcast,12.6
352,352,2023-09-18 22:34:44.920375,2023,9,18,16,Tambak Lorok,Sulawesi Utara,91,Engine Cummins KTA50,Fuel System,1912.72,Degraded,6,PLTG,1,Clear,12.7
353,353,2024-02-06 08:41:44.920375,2024,2,6,3,Saguling,Jawa Tengah,10,PLTB Turbine Vestas V120,Turbine,1886.69,Failed,2,PLTB,2,Partly Cloudy,18.1
354,354,2024-11-19 14:18:44.920375,2024,11,19,22,Dieng,Sumatera Selatan,90,Generator PLTAGenX,Turbine,1373.68,Standby,3,PLTA,5,Rain Showers,10.4
355,355,2024-07-14 12:23:44.920375,2024,7,14,9,Ulumbu,Sulawesi Selatan,93,PLTB Turbine G100,Gearbox,956.06,Operational,2,PLTB,5,Rain Showers,39.5
356,356,2024-04-15 16:28:44.920375,2024,4,15,11,Paiton,Sumatera Selatan,91,Engine Cummins KTA50,Fuel System,1173.32,Standby,6,PLTG,5,Rain Showers,27.3
357,357,2024-12-31 07:42:44.920375,2024,12,31,24,Rantau Dedap,Jawa Barat,67,Steam Turbine GeoPower X1,Wellhead,876.36,Operational,4,PLTU,3,Cloudy,23.8
358,358,2023-06-02 02:05:44.920375,2023,6,2,15,Muara Karang,Sumatera Utara,96,Steam Turbine BioSteam Z,Turbine,1864.8,Failed,5,PLTG,1,Clear,18.8
359,359,2023-10-03 18:50:44.920375,2023,10,3,8,Lahendong,DKI Jakarta,98,Wellhead Unit AlphaTherm,Steam Turbine,1264.31,Degraded,4,PLTU,3,Cloudy,21.5
360,360,2025-04-04 19:20:44.920375,2025,4,4,2,Cirata,Jawa Barat,19,PLTB Turbine Vestas V120,Turbine,1352.86,Maintenance,2,PLTB,1,Clear,12.5
361,361,2025-03-14 19:52:44.920375,2025,3,14,14,Grati,Jawa Tengah,34,Steam Turbine GeoPower X1,Wellhead,1185.45,Standby,4,PLTU,8,Hazy,26.5
362,362,2024-06-03 12:02:44.920375,2024,6,3,22,Dieng,Sumatera Selatan,31,Wellhead Unit AlphaTherm,Condenser,166.4,Failed,4,PLTU,1,Clear,11.3
363,363,2024-12-05 07:34:44.920375,2024,12,5,2,Cirata,Jawa Barat,16,Steam Turbine GeoPower X1,Condenser,796.67,Maintenance,4,PLTU,6,Thunderstorm,15.0
364,364,2025-01-10 11:52:44.920375,2025,1,10,1,Karangkates,Jawa Timur,8,Gearbox PLTBMaster,Generator,709.11,Standby,2,PLTB,4,Overcast,19.6
365,365,2024-01-17 08:36:44.920375,2024,1,17,11,Paiton,Sumatera Selatan,5,Pelletizer BioFuel,Gasifier,126.09,Degraded,5,PLTG,1,Clear,22.2
366,366,2024-05-26 11:33:44.920375,2024,5,26,8,Lahendong,DKI Jakarta,47,Fuel Tank PetroStore 50KL,Generator Set,1771.66,Degraded,6,PLTG,2,Partly Cloudy,34.4
367,367,2024-03-09 20:11:44.920375,2024,3,9,5,Darajat,Sulawesi Utara,89,Cooling Tower GeoCool,Steam Turbine,1919.1,Failed,4,PLTU,5,Rain Showers,17.1
368,368,2024-11-05 20:27:44.920375,2024,11,5,7,Sibayak,Banten,38,Gasifier WoodChip X200,Feeder System,319.21,Maintenance,5,PLTG,4,Overcast,22.6
369,369,2024-04-26 13:20:44.920375,2024,4,26,5,Darajat,Sulawesi Utara,81,PLTG Generator CAT D1000,Engine,636.37,Standby,6,PLTG,5,Rain Showers,24.7
370,370,2025-05-20 20:52:44.920375,2025,5,20,15,Muara Karang,Sumatera Utara,73,Wellhead Unit AlphaTherm,Steam Turbine,800.55,Operational,4,PLTU,7,Foggy,22.4
371,371,2023-08-09 21:26:44.920375,2023,8,9,12,Suralaya,Jawa Timur,49,Kaplan Turbine FlowMax,Generator,1579.98,Maintenance,3,PLTA,7,Foggy,27.1
372,372,2023-12-22 14:54:44.920375,2023,12,22,20,Gunung Salak,Sulawesi Selatan,68,Gearbox PLTBMaster,Gearbox,1112.71,Operational,2,PLTB,6,Thunderstorm,29.1
373,373,2025-02-17 14:22:44.920375,2025,2,17,15,Muara Karang,Sumatera Utara,87,Binary Cycle Plant GeoFlow,Condenser,145.52,Failed,4,PLTU,5,Rain Showers,13.7
374,374,2024-09-30 13:02:44.920375,2024,9,30,17,Sidrap,NTT,3,Pelletizer BioFuel,Turbine,904.09,Failed,5,PLTG,3,Cloudy,22.0
375,375,2023-11-07 11:42:44.920375,2023,11,7,12,Suralaya,Jawa Timur,96,Steam Turbine BioSteam Z,Turbine,1032.74,Operational,5,PLTG,6,Thunderstorm,37.0
376,376,2023-10-09 16:25:44.920375,2023,10,9,8,Lahendong,DKI Jakarta,71,PLTG Boiler BioBurn R1,Feeder System,1567.27,Degraded,5,PLTG,4,Overcast,18.2
377,377,2023-10-14 18:34:44.920375,2023,10,14,8,Lahendong,DKI Jakarta,65,Binary Cycle Plant GeoFlow,Heat Exchanger,1793.47,Standby,4,PLTU,2,Partly Cloudy,21.0
378,378,2024-07-26 03:49:44.920375,2024,7,26,20,Gunung Salak,Sulawesi Selatan,15,Fuel Tank PetroStore 50KL,Fuel System,938.52,Maintenance,6,PLTG,4,Overcast,10.1
379,379,2023-11-27 10:33:44.920375,2023,11,27,5,Darajat,Sulawesi Utara,46,Steam Turbine BioSteam Z,Turbine,157.83,Failed,5,PLTG,6,Thunderstorm,21.7
380,380,2025-04-28 20:40:44.920375,2025,4,28,12,Suralaya,Jawa Timur,13,PLTS Panel Array Alpha,Photovoltaic Panel,1430.25,Standby,1,PLTS,5,Rain Showers,13.2
381,381,2024-06-02 23:11:44.920375,2024,6,2,5,Darajat,Sulawesi Utara,28,PLTB Turbine Vestas V120,Generator,891.1,Failed,2,PLTB,6,Thunderstorm,10.8
382,382,2023-11-22 12:56:44.920375,2023,11,22,11,Paiton,Sumatera Selatan,18,Gearbox PLTBMaster,Turbine,1886.11,Standby,2,PLTB,7,Foggy,29.4
383,383,2023-06-10 05:35:44.920375,2023,6,10,22,Dieng,Sumatera Selatan,25,Kaplan Turbine FlowMax,Penstock,919.41,Standby,3,PLTA,4,Overcast,36.9
384,384,2023-12-20 23:05:44.920375,2023,12,20,24,Rantau Dedap,Jawa Barat,34,Steam Turbine GeoPower X1,Wellhead,1760.12,Failed,4,PLTU,7,Foggy,39.0
385,385,2023-07-16 10:41:44.920375,2023,7,16,6,Wayang PLTBu,NTT,12,Steam Turbine BioSteam Z,Boiler,1210.76,Operational,5,PLTG,8,Hazy,23.0
386,386,2023-05-31 02:48:44.920375,2023,5,31,1,Karangkates,Jawa Timur,58,Steam Turbine GeoPower X1,Wellhead,908.92,Degraded,4,PLTU,1,Clear,17.9
387,387,2025-04-17 20:23:44.920375,2025,4,17,5,Darajat,Sulawesi Utara,43,Binary Cycle Plant GeoFlow,Wellhead,1785.79,Degraded,4,PLTU,4,Overcast,35.2
388,388,2023-06-21 17:05:44.920375,2023,6,21,1,Karangkates,Jawa Timur,22,PLTB Turbine Vestas V120,Gearbox,410.7,Failed,2,PLTB,6,Thunderstorm,35.1
389,389,2024-09-16 04:51:44.920375,2024,9,16,6,Wayang PLTBu,NTT,29,PLTB Turbine Vestas V120,Nacelle,1096.2,Maintenance,2,PLTB,4,Overcast,15.1
390,390,2024-01-13 22:06:44.920375,2024,1,13,20,Gunung Salak,Sulawesi Selatan,66,Wellhead Unit AlphaTherm,Wellhead,521.83,Operational,4,PLTU,1,Clear,21.3
391,391,2024-04-25 11:57:44.920375,2024,4,25,16,Tambak Lorok,Sulawesi Utara,87,Binary Cycle Plant GeoFlow,Condenser,1676.32,Operational,4,PLTU,5,Rain Showers,12.4
392,392,2024-09-03 07:21:44.920375,2024,9,3,18,Jeneponto,Banten,77,Wellhead Unit AlphaTherm,Steam Turbine,386.73,Operational,4,PLTU,2,Partly Cloudy,14.7
393,393,2024-03-06 14:34:44.920375,2024,3,6,14,Grati,Jawa Tengah,16,Steam Turbine GeoPower X1,Condenser,951.47,Degraded,4,PLTU,8,Hazy,11.2
394,394,2023-07-10 06:11:44.920375,2023,7,10,19,Likupang,DKI Jakarta,28,PLTB Turbine Vestas V120,Generator,1028.14,Failed,2,PLTB,4,Overcast,17.1
395,395,2024-05-12 06:49:44.920375,2024,5,12,10,Mataloko,Lampung,65,Binary Cycle Plant GeoFlow,Heat Exchanger,1866.84,Degraded,4,PLTU,4,Overcast,18.1
396,396,2023-07-01 12:19:44.920375,2023,7,1,8,Lahendong,DKI Jakarta,74,Steam Turbine BioSteam Z,Gasifier,1376.99,Degraded,5,PLTG,8,Hazy,30.1
397,397,2023-06-27 15:16:44.920375,2023,6,27,11,Paiton,Sumatera Selatan,53,Steam Turbine GeoPower X1,Steam Turbine,699.54,Failed,4,PLTU,8,Hazy,24.1
398,398,2024-12-27 19:57:44.920375,2024,12,27,15,Muara Karang,Sumatera Utara,82,Wellhead Unit AlphaTherm,Condenser,1470.99,Degraded,4,PLTU,4,Overcast,11.3
399,399,2023-12-08 05:52:44.920375,2023,12,8,7,Sibayak,Banten,96,Steam Turbine BioSteam Z,Turbine,584.34,Degraded,5,PLTG,4,Overcast,15.1
400,400,2024-04-02 07:51:44.920375,2024,4,2,20,Gunung Salak,Sulawesi Selatan,79,Pelletizer BioFuel,Feeder System,977.84,Degraded,5,PLTG,3,Cloudy,23.5
401,401,2025-04-03 11:44:44.920375,2025,4,3,12,Suralaya,Jawa Timur,93,PLTB Turbine G100,Gearbox,1668.92,Standby,2,PLTB,6,Thunderstorm,28.9
402,402,2023-11-25 14:03:44.920375,2023,11,25,24,Rantau Dedap,Jawa Barat,95,Pelletizer BioFuel,Feeder System,1601.3,Maintenance,5,PLTG,1,Clear,25.8
403,403,2023-06-27 22:13:44.920375,2023,6,27,13,Tanjung Jati B,Jawa Barat,37,PLTB Turbine G100,Turbine,345.13,Degraded,2,PLTB,8,Hazy,34.2
404,404,2025-04-03 22:56:44.920375,2025,4,3,4,Kamojang,Sumatera Utara,75,Kaplan Turbine FlowMax,Generator,1388.68,Standby,3,PLTA,7,Foggy,16.0
405,405,2025-02-16 09:12:44.920375,2025,2,16,18,Jeneponto,Banten,74,Steam Turbine BioSteam Z,Gasifier,1598.09,Degraded,5,PLTG,2,Partly Cloudy,12.0
406,406,2023-08-17 15:02:44.920375,2023,8,17,16,Tambak Lorok,Sulawesi Utara,11,Pelton Wheel AquaForce,Generator,850.26,Operational,3,PLTA,3,Cloudy,17.1
407,407,2023-12-06 04:55:44.920375,2023,12,6,21,Patuha,Lampung,64,Kaplan Turbine FlowMax,Turbine,1929.26,Operational,3,PLTA,8,Hazy,22.3
408,408,2024-12-11 08:28:44.920375,2024,12,11,17,Sidrap,NTT,46,Steam Turbine BioSteam Z,Turbine,1632.57,Degraded,5,PLTG,5,Rain Showers,34.5
409,409,2024-11-13 16:35:44.920375,2024,11,13,10,Mataloko,Lampung,59,Pelton Wheel AquaForce,Turbine,1006.2,Operational,3,PLTA,7,Foggy,28.9
410,410,2023-08-15 02:16:44.920375,2023,8,15,18,Jeneponto,Banten,50,Pelletizer BioFuel,Gasifier,1305.11,Failed,5,PLTG,4,Overcast,24.9
411,411,2025-02-20 16:28:44.920375,2025,2,20,8,Lahendong,DKI Jakarta,18,Gearbox PLTBMaster,Turbine,1502.4,Standby,2,PLTB,8,Hazy,22.5
412,412,2023-08-16 14:23:44.920375,2023,8,16,25,Muara Laboh,Jawa Tengah,39,PLTS Panel B-Series X,Mounting System,202.79,Failed,1,PLTS,8,Hazy,29.3
413,413,2024-11-13 17:02:44.920375,2024,11,13,20,Gunung Salak,Sulawesi Selatan,80,Central Inverter SunGrow,Mounting System,1631.5,Maintenance,1,PLTS,4,Overcast,27.3
414,414,2024-12-02 14:13:44.920375,2024,12,2,8,Lahendong,DKI Jakarta,68,Gearbox PLTBMaster,Gearbox,1666.48,Degraded,2,PLTB,2,Partly Cloudy,11.3
415,415,2024-09-07 15:03:44.920375,2024,9,7,14,Grati,Jawa Tengah,18,Gearbox PLTBMaster,Turbine,1439.1,Degraded,2,PLTB,1,Clear,12.9
416,416,2024-07-17 00:39:44.920375,2024,7,17,22,Dieng,Sumatera Selatan,9,Alternator PLTGGen Pro,Engine,655.91,Degraded,6,PLTG,6,Thunderstorm,12.5
417,417,2024-11-29 16:10:44.920375,2024,11,29,16,Tambak Lorok,Sulawesi Utara,4,Alternator PLTGGen Pro,Generator Set,152.25,Operational,6,PLTG,3,Cloudy,11.7
418,418,2024-05-09 03:46:44.920375,2024,5,9,24,Rantau Dedap,Jawa Barat,46,Steam Turbine BioSteam Z,Turbine,1953.24,Maintenance,5,PLTG,6,Thunderstorm,37.3
419,419,2023-06-25 09:46:44.920375,2023,6,25,24,Rantau Dedap,Jawa Barat,59,Pelton Wheel AquaForce,Turbine,788.03,Standby,3,PLTA,5,Rain Showers,21.5
420,420,2024-01-19 09:15:44.920375,2024,1,19,7,Sibayak,Banten,48,PLTA Turbine T-Francis,Spillway Gate,1345.89,Standby,3,PLTA,1,Clear,33.9
421,421,2024-11-04 19:45:44.920375,2024,11,4,11,Paiton,Sumatera Selatan,40,PLTS Panel Array Alpha,Inverter,536.52,Operational,1,PLTS,7,Foggy,10.9
422,422,2024-12-23 08:20:44.920375,2024,12,23,16,Tambak Lorok,Sulawesi Utara,28,PLTB Turbine Vestas V120,Generator,690.39,Degraded,2,PLTB,8,Hazy,29.5
423,423,2023-05-29 21:11:44.920375,2023,5,29,1,Karangkates,Jawa Timur,33,Pelletizer BioFuel,Feeder System,791.89,Failed,5,PLTG,6,Thunderstorm,31.6
424,424,2023-07-21 04:44:44.920375,2023,7,21,5,Darajat,Sulawesi Utara,83,PLTG Boiler BioBurn R1,Gasifier,1399.24,Failed,5,PLTG,3,Cloudy,14.5
425,425,2024-02-19 11:07:44.920375,2024,2,19,13,Tanjung Jati B,Jawa Barat,27,PLTS Panel Array Alpha,Mounting System,805.17,Standby,1,PLTS,6,Thunderstorm,11.0
426,426,2024-12-29 19:18:44.920375,2024,12,29,17,Sidrap,NTT,13,PLTS Panel Array Alpha,Photovoltaic Panel,619.27,Failed,1,PLTS,6,Thunderstorm,18.7
427,427,2024-04-14 20:30:44.920375,2024,4,14,2,Cirata,Jawa Barat,39,PLTS Panel B-Series X,Mounting System,1179.89,Failed,1,PLTS,5,Rain Showers,17.5
428,428,2024-06-01 03:56:44.920375,2024,6,1,8,Lahendong,DKI Jakarta,8,Gearbox PLTBMaster,Generator,881.46,Maintenance,2,PLTB,6,Thunderstorm,12.5
429,429,2024-05-22 01:03:44.920375,2024,5,22,2,Cirata,Jawa Barat,11,Pelton Wheel AquaForce,Generator,435.61,Failed,3,PLTA,4,Overcast,25.6
430,430,2023-10-12 14:00:44.920375,2023,10,12,13,Tanjung Jati B,Jawa Barat,22,PLTB Turbine Vestas V120,Gearbox,1324.93,Operational,2,PLTB,8,Hazy,22.5
431,431,2025-05-18 06:11:44.920375,2025,5,18,11,Paiton,Sumatera Selatan,24,PLTA Turbine T-Francis,Spillway Gate,1179.07,Operational,3,PLTA,1,Clear,16.9
432,432,2024-09-30 18:24:44.920375,2024,9,30,21,Patuha,Lampung,74,Steam Turbine BioSteam Z,Gasifier,462.39,Degraded,5,PLTG,1,Clear,30.8
433,433,2024-10-18 02:32:44.920375,2024,10,18,5,Darajat,Sulawesi Utara,38,Gasifier WoodChip X200,Feeder System,634.61,Operational,5,PLTG,4,Overcast,22.0
434,434,2024-07-31 12:26:44.920375,2024,7,31,15,Muara Karang,Sumatera Utara,69,Central Inverter SunGrow,Tracker,1494.04,Maintenance,1,PLTS,2,Partly Cloudy,19.1
435,435,2024-11-05 16:31:44.920375,2024,11,5,9,Ulumbu,Sulawesi Selatan,10,PLTB Turbine Vestas V120,Turbine,803.84,Operational,2,PLTB,5,Rain Showers,26.6
436,436,2024-09-20 11:35:44.920375,2024,9,20,20,Gunung Salak,Sulawesi Selatan,67,Steam Turbine GeoPower X1,Wellhead,1737.93,Maintenance,4,PLTU,3,Cloudy,11.8
437,437,2023-06-12 11:35:44.920375,2023,6,12,18,Jeneponto,Banten,64,Kaplan Turbine FlowMax,Turbine,758.43,Operational,3,PLTA,3,Cloudy,19.7
438,438,2023-09-08 01:56:44.920375,2023,9,8,17,Sidrap,NTT,98,Wellhead Unit AlphaTherm,Steam Turbine,335.04,Failed,4,PLTU,8,Hazy,16.0
439,439,2024-01-01 06:30:44.920375,2024,1,1,25,Muara Laboh,Jawa Tengah,19,PLTB Turbine Vestas V120,Turbine,1895.05,Standby,2,PLTB,8,Hazy,12.6
440,440,2023-07-18 18:48:44.920375,2023,7,18,5,Darajat,Sulawesi Utara,83,PLTG Boiler BioBurn R1,Gasifier,623.93,Operational,5,PLTG,4,Overcast,29.5
